user_review,pengalaman visual,fungsi,performa dan stabilitas
"kualitas audionya udh bagus tapi sering buffering, padahal pas cek koneksi lancar lancar aja, mohon kepada almaighty noice mungkin bisa di fix secepatnya.",netral,netral,negatif
Sayang banget gabisa play PRFM Bandung :(,netral,netral,netral
selalu dengerin tiap mau tidur...,netral,netral,netral
Aku suka banget sama aplikasi ini❤ Tapi ada satu hal yang buat aku risih pas enak enaknya dengar eh malah berhenti sendiri aku kira HP ku yang lelet ternyata punya kawan aku juga gitu,netral,negatif,negatif
ku kasih bintang 4 aja deh karna msh ada yg kurang dikit menurutku,netral,netral,netral
"Bagus bgt konten audionya. Saya berharap untuk diperbanyak lagi konten² tentang pengembangan diri, kesehatan fisik and mental, dan konten spritual. Itu sangat membantu untuk memperbaiki kondisi penyakit kronis generasi milenia...",netral,positif,netral
"Kalo bisa langganan aja /bulan, bukan tiap episode lu minta bayar. Bintang 1 dlu",netral,netral,netral
"saya bosan buka aplikasi ini sudah berbayar ,saya cuma bisa mendengarkan podcast lamaa",netral,netral,netral
"Loading Mulu pas dengerin podcast yg eps. dulu"" padahal jaringan aman",netral,negatif,negatif
"Noice jadi aplikasi musik juga dong, Spotify gua ga jadi, gua perlu aplikasi streaming musik kek Spotify dan Noice paling mendekati tapi cuma podcast, jadi tolonglah dukung musik juga di app ini",netral,netral,netral
Bagus banget tapi nih ya tolong banget kalau swlesai iklan jangan pindah episod atau keluar tolong banget ya,netral,negatif,netral
Saya noicer menyatakan anda terlalu KAPITALIS,netral,netral,netral
Di handphone suka Force close tolong betulin ya :),netral,netral,negatif
"Volume iklan/sponsor bikin telinga sakit. Niatnya dengerin podcast buat menenangkan diri malah dibikin kaget, maaf2 nii saya ga TULI sehingga volume gaperlu sekencang itu.",netral,netral,netral
makin lama makin berat.. buat ngetik di live room aja berat banget.. sampe hp juga jadi panas.. bukan makin upgrade ini mah.. malah makin jelek.. maaf yaa.. jadi males pake noice.. 😢,netral,netral,negatif
Udh ga seru Kebanyakan VIP ga kyk dl lagi,netral,netral,netral
Sering bermasalah. Tau2 podkesnya berenti sendiri dan ga bisa dilanjutin. Aplikasiharus ditutup dan dibuka lagi biar bisa ngelanjutin pagi itupun kadang ngulang dari awal lagi,netral,negatif,negatif
Server tolong dibenerin sinyal full streaming ytb oke tapi buat dengerin noice macet macet.,netral,negatif,negatif
Konten nya bagus bagus tapi sering pause sendiri kalo lagi maen game,netral,negatif,netral
Aplikasi yang bagus baik dan menyenangkan,netral,netral,netral
Bnyk iklan. Harus beli VIP,netral,netral,netral
"Download cmn mau denger cerita horor moybinad hahahahah, seru abisss",netral,netral,netral
"Podcasternya gaje gaje, mau terdengar asik, tapi malah berisik. Tetep, kembali ke Spotify yang terbaik.",netral,netral,netral
"Bagus banget, namun akhir akhir ini mulai ada beberapa BUG, seperti terhenti saat mendengarkan offline (ter-download), terkadang saat lagi mendengarkan tiba tiba out dari aplikasi dan harus buka ulang aplikasi.",netral,negatif,netral
"Iklan nya mulai mengganggu nih, tolong dong buat fitur premium bulanan",netral,netral,netral
Crash terus ditengah2 play podcast,netral,negatif,negatif
"semuanya bagus, kecuali sistem beli beli per episode, saran saya sistem langganan aja",netral,netral,netral
"kl keluar dri aplikasi, trus buka aplikasi lain podcastnya berhenti, masuk lagi ngulang dari awal... ms iya kudu dipantengin terus? tolong perbaiki bugnya...",netral,negatif,netral
"Sangat aneh, kenapa tulisan ya fitur video full version tapi tidak ada video ya?",negatif,netral,netral
Tambahin ke android tv pliss,netral,netral,netral
Makin kesini makin komersial banget Yaela segini amat gw pengen denger gen fm Musti denger iklan berulang ulang membosankan sekali Yang lain gk gitu gitu segala Mana kalo pengen podcast baru musti keluar duit 20an ribu Woy apaan ini podcast di yutube mah bejibun gratis Di noice udah mah KAPITALIS banget,netral,netral,netral
Ada bug 1.beberapa radio tidak bisa diputar contoh voks radio Jogja 2.ketika memutar radio tiba2 ganti ke podcast 3.setelah aplikasi di tutup terkadang widget pemutar tidak hilang seperti versi sebelumnya thanks bro i lop yu,netral,negatif,negatif
"Setelah update jadi aneh, sinyal buat streaming aplikasi lain lancar. Tapi di noice ngelag. Download offline juga gak bisa aneh banget",netral,negatif,negatif
"ini lama-lama semua konten semua episode harus pake koin, kalo emang maunya gitu mending dibuat langganan bulanan jadi sekali bayar bisa akses semua macam spotify premium",netral,netral,netral
"Di coba aja dulu, ntar kalo nyaman gw jadiin aplikasi favorit tapi kalo sampe ada bug yang bikin ngedelay dan ngecrash atau ngeleg hp gw, gw uninstall",netral,netral,netral
Aplikasi bagus banget makin kesini konten semakin banyak yang berbayar... Jadii sudahlah jangan download kapitalis banget ajg,netral,netral,netral
Aplikasi yg selalu menemani sebelum tidur..👍👍,netral,netral,netral
oke aplikasi bermanfaat positive untuk pengembangan diri juga .,netral,netral,netral
Agak bingung...nyari podcast yang pengen didengar tapi kok nda ada yah?,netral,netral,netral
"Fitur live nge bug, mohon di perbaiki",netral,negatif,negatif
Tlg diperbaiki sering tbtb mati waktu masih dengerin podcast,netral,netral,negatif
"Punya cerita sendiri sat mendengar kan ya., saran jga kalau buat koin kurangi item mahalnya ya 😊😁",netral,netral,netral
Sorry ni mungkin bisa di fix ga di notifikasi nya padahal udah keluar dari appnya tapi notifnya masih ada,negatif,netral,netral
"Iklannya tolong laah jangan nyebelin, mau ganti episode aja langsung iklan, udh gtu episode nya udh pernah diplay jdi langsung keganti iklan lagi.. mohon diperbaiki segera, ini menyebalkan",netral,netral,netral
Min kenapa ya kok tiba² stop gitu apa koneksinya lag berpengaruh ?,netral,netral,negatif
"Update fitur sinkron dengan android tv dong, Kayak si Ijo",netral,netral,netral
Download ini cuma buat dengerin podcastnya scary things,netral,netral,netral
Sering mati sendiri trus kalo di ulang lgi pasti mulai dri awal lagi knpa ya. Sejak update,netral,negatif,negatif
mantap saya suka aplikasi ini,netral,netral,netral
"Banyak bag seperti pemutaran yang berhenti,loding yang terulang padahal sinyal bagus.",netral,netral,negatif
"1. Gamasalah iklannya 30dtk - 1mnt, tapi tolong itu volumenya dikecilin 2. Kirain gw doang tp ternyata bnyk jg yg mersakan hal yg sama. Podcast tiba² buffering sendiri gajelas, tiba² kepotong lanjut episode yg lain, gabisa diplay, padahal koneksi aman² aja... jadi ga nyaman banget dengerinya",netral,negatif,netral
download noice cuma mau dengerin podcast sus rini hahaha,netral,netral,netral
Ga bisa aku kode otp nyaaa,netral,netral,netral
"Nah gitu dong, udah beli VIP masak terbatas dengerin nya. Gausah aneh aneh sat.!",netral,netral,netral
Setelah update jadi sering berhrnti sendiri,netral,netral,negatif
"Makin kesini makin aneh, audio tiba-tiba lag, tiba-tiba stop, tiba-tiba skip konten padahal satu konten belum sampai habis, banyak update gak makin bagus malah makin banyak iklan aja haduuuh-haduuuuh kocak",netral,negatif,negatif
"Fitur buat matikan push notifications ga guna. Udah update terus keversi yg paling baru berharap diperbaiki, masih sama aja. Spam push notifikasi sangat menggangu.",negatif,netral,netral
"Pas di YouTube promosinya gembar-gembor, nyatanya aplikasi banyak minus😔 suka berhenti sendiri pas lagi dengerin audio",netral,negatif,negatif
Gak tau kenapa aplikasi saya suka mati sendiri ditengah jalan. Apakah ada yg punya pengalaman yg sama?,netral,netral,negatif
Suara iklannya kecilin bangsaaaaat.... gede banget suaranyaaa,netral,netral,netral
Noice terbalikk gue suka ga bnget keren apk itunya,netral,netral,netral
sering terjadi bug ketika sedang memutar iklan,netral,netral,negatif
"Kurangi bintang, karena terlalu lama loading interfacenya..",netral,netral,negatif
"seru, tapi tolong iklannya suaranya dikecilkan. Masa saat fokus mendengarkan podcast dengan suara yg tergolong kecil tiba tiba muncul iklan dengan suara sangat besar",netral,netral,netral
Lama-lama gk jelas ni aplikasi,netral,netral,netral
bagus tapi suka berhenti sendiri,netral,netral,negatif
Skarang mau dengar 1 vid harus bayar ..hadeh ..coba aja ada paket perbulan gitu biar bisa dengar yg lain..,netral,netral,netral
Aku pengen kasih bintang sepuluh tapi cuma bisa lima aku suka podcast di culik ke alam lain aku suka banget nonton itu malam malam aku harus dengerin terus podcast nya,netral,netral,netral
"Kesini mau cari referensi Podcast, Buset isi nya kebanyak IKLAN, mending spotify G ada iklan nya.",netral,netral,netral
Jelek .. sering lag .. padahal jaringan bagus ...,netral,netral,negatif
"baru sehari pake dan mutusin buat uninstall aja, kdg nge lag pdhl jaringan bagus aja, terus iklannya terus2an muncul",netral,netral,negatif
"tolong Volume iklannya di kecilin, kaget gw tiba iklan ""Kamu lahh satu2nyaaaa..."" Cempreeeeeengggg",netral,netral,netral
Suara iklan telkomselnya kenceng banget,netral,netral,netral
Too much paywall contents now. A big disappointed as an old listener of this podcast.,netral,netral,netral
"Sering mati sendiri, jadi berhenti dulu lah dengerin noice sampai dibenerin appsnya",netral,netral,negatif
kasih fitur SORT di podcast yg udah di download dong plisss,netral,netral,netral
Apk ngebug lagi dengerin tiba tiba mati sendiri,netral,netral,negatif
"Sekarang udah bisa dengerin Noice di versi web lewat PC atau Laptop, terima kasih atas kerja keras nya Noice =D Jadi sekarang bisa dengerin Noice tanpa khawatir HP lowbat saat Kerja ^_^ Semoga sistem log in dan download di versi web jadi lebih mudah kedepannya.",netral,netral,netral
Ini gimana ya? Udah mau sebulan aplikasi gak bisa di buka?,netral,netral,negatif
Min setelah update mlh tiba tiba berhenti pas diplay ngulang dari awal tolong cepat diperbaiki ganggu banget,netral,netral,negatif
"kok suka tiba-tiba mati sendiri ya? lg asik denger podcast, mati.. dan sering bgt gtu belakangan ini",netral,netral,negatif
Suara iklan gak sinkron dengan suara podcast nya. Suara iklan lebih keras. Jadi kaget dan repot naik turunin volume,netral,netral,netral
Ini gimana si kak.. setelah apdet kalo layar terkunci kok mati ya noice.. gak kayak dulu.. mohon segera diperbaiki,netral,negatif,netral
Apalah aplikasi ini malah bikin keder...!! Tiap habis download pasti dihapus gegara mau buka channel yg di inginkan ngga bisa2!?? 😤 Mendingan lihat noice di yutup aja daahh!!! 😤😤😤,netral,negatif,netral
Kirain ada vidionya juga ternyata cuma suara,netral,netral,netral
Min kok gwa gk bisa download pake data,netral,negatif,netral
noice aplikasi podscast terbaik apalagi ada debat ABDUR & MAMAT makin tambah seru💣💣💣,netral,netral,netral
"Bagus, sudah download dari musuh masyarakat season 1 sampe sekarang",netral,netral,netral
"Sebenernya apk nya bagus, cuma pas lagi asik dengerin malah Stop gara gara jaringan lag. Padahal apk lain gaada yang lag, Tolong dong di cek koneksi nya. Bikin jengkel aja",netral,netral,negatif
Kan bener mulai berbayar. Heeiii saya download noice krn musmas dan sekarang malah vip. Uninstall noice dan otw reuploader yutup dan saya tidak peduli.,netral,netral,netral
"Kenapa force close terus pas dibuka, sudah update ke versi terbaru padahal",netral,netral,negatif
Beli konten VIP tapi kontennya dihapus 🤣 makin lawak nih noice,netral,netral,netral
"Iseng download noice gara-gara YouT*be yang makin hari makin ga relevan, ternyata interest juga sama konten noise terutama ""Onad Hesti"" tapi sayangnya udah ga perpanjang. Tolong dong lebih reguler lagi kalo bisa tiap hari biar ga bosen nunggu",netral,netral,netral
"oke, cukup membuat saya pulas tidurnya",netral,netral,netral
Nge bug mulu tiap mau masuk malah force close,netral,netral,negatif
"setalah update ke andorid 13, udah gak ada lagi untuk maju atau mundurin di notif",negatif,netral,netral
Tolong kembalikan musuh masyarakat seperti season 1-3 VIP pun tidak masalah,netral,netral,netral
"banyak iklan, trus apa itu vip wkwkwk",netral,netral,netral
"Untuk masa penarikan diamond tolong di percepat, sudah lewat 5 hari tapi dana tak kunjung masuk ke rekening",netral,negatif,netral
"Install noice cma mw dngerin MUSUH MASYARAKAT. Dulu sih oke smpai ane rekomendasi Sma teman"" buat install NOICE , tpi sekrg udh pkek koin VIP dan isi.a sprti dngerin jokes bpak"" yg Lg ronda Ciiaaaaaaaaa",netral,netral,netral
noice makin keren dan mulai diisi dengan berbagai media konten. Good job Noice🔥,netral,netral,netral
"Dengerin cerita hororr disini emang seru banget,cepet download dan support noice terus!",netral,netral,netral
Yg bilang aplikasi berhenti sendiri.. Hape kalian kentang itu,netral,netral,positif
Di device samsung sering banget crash appnya,netral,netral,negatif
"5 bintang nya dong,, sekeren ini",netral,netral,netral
sekarang kalau download menunggu mulu min,netral,netral,netral
"Too much ad, 30 sec unskipable ad everytime",netral,netral,netral
Kadang mau play yang pernah dipause kembali dari awal ga lanjut ke menit yang terakhir,netral,negatif,netral
Vip makin banyak. Tidak ramah untuk pecinta gratisan. Saatnya uninstall. Pindah spotify lagi,netral,netral,netral
Kenapa sih harus ada VIP. Kenapa ga kayak kebanyakan App. Pilihannya dua aja Iklan dan premium. Kenapa harus sok²an beda...,netral,netral,netral
Kalau bukan karena mau dengerkan trio kurnia gak bakalan mau download noice. Terimakasih udah bisa hadirkan 3 pelawak terlucu jadi satu dan bisa dengerkan secara gratis Noice Keren Trio Kurnia Kur Kur kurrr,netral,netral,netral
Uda terlalu mata duit ini aplikasi. Uda beli VIP tp hanya bisa didengar satu episode itu saja. Itu pun berlaku 1bulan. Kalau emang mau berlaku satu bulan seharusnya bisa digunakan untuk mendengarkan semua yg VIP. Bagus pindah ke Spo****,netral,netral,netral
"Lagi enak dengerin eh mati sendiri, udah instal ulang tpi tetap juga, tolong di perbaiki ya soalnya aplikasinya menghibur",netral,negatif,negatif
"MUSMAS jadi VIP sebulan 2x ? skip masih jokes bapak2 saatnya uninstal noice balik ke spotify, dan masih mending beli lucuflix biar berbayar tp permanen satttttt",netral,netral,netral
sangat bagus dan sangat menambah ilmu,netral,netral,netral
"Aplikasi ini sangat baguss sekali,bisa didengar saat waktu jalan2 pokoknya enak bgtt di dengar",netral,netral,netral
Sumpah dah vipNya annoying banget. Dah mah iklan molo tiap buka episode.,netral,netral,netral
Tolong turunkan harga episode VIP !,netral,netral,netral
"Suka loading trus. Baru 15 detik cerita, eh loading lagi. Baru lama lagi loadingnya g tau kenapa😔",netral,netral,negatif
Kenapa ya akhir akhir ini noice sering banet loading dan lag padahal jaringan saya baguss smoga cepet di benerin bug nyaa!,netral,netral,negatif
bagus cuma gampang abis kuota aja klo denger ini,netral,negatif,netral
"Kasih bintang 2 aja deh soalnya waktu pertama download ngga harus pake coin(gratis)kalo mau dengerin, sekarang harus pake coin dulu baru bisa dengerin. Semua nya pasti UUD (ujung² nya duit)",netral,netral,netral
"Suka tiba tiba berhenti sendiri dan loncat ke menit yang lain atau bahkan episode lain. Beberapa waktu juga klo pause sendiri malah ada iklan trs. Aku sempet kira sinyal aku yg jelek, padahal klo pake app lain baik baik aja. Ternyata banyak yang mengalami hal serupa jg. Tolong segera perbaikiii",netral,negatif,negatif
"Tolong dong supaya bisa dengerin podcast sambil bisa buka aplikasi lain, dlu masih bisa, sekarang keluar dan mati sendiri.",netral,negatif,netral
"Ini kok aplikasi nya abis di update makin kesini malah kesana.. Kelamaan buka intro aplikasi nya, butuh beberapa menit buat masuk.. Hadeuuhhh..",netral,netral,negatif
Maaf saya kasih bintang 4 soalnya aneh jaringan saya lancar buat nonton reels instagram atau video tiktok lancar lancar aja buat liat story wa juga lancar tapi kenapa saat dengerin noicenya ngelag padahal jaringannya kan lancar,netral,negatif,negatif
bagus untuk orng yng suka denger podcast dan ada banyak hal menarik,netral,netral,netral
"Sy kasih 4 bintang dulu, baru download ni",netral,netral,netral
Apa si ini ko banyak bngt iklan dlu ga gini deh pas udah naik aja kebanyakan iklan tolong lah jangan banyakin iklan ini mau dengerin podcast bukan iklan!!!!,netral,netral,netral
"Sorry bangett, iklannya sekarang jadi banyak, kadang juga eror iklannya ngeganggu podcast pas didenger",netral,negatif,netral
"Awalnya sangat suka dengan apk ini, sambil kerja dengerin, di jalan juga dengerin. Sekarang banyak yang harus top up, apalagi ilklanya yang muncul terus. Memang semua itu terbaik pas lagi promo aja, kayak pas lagi kampa**e",netral,netral,netral
"Ada iklan muluu, Iklannya lama banget, ngak bisa di skip, Pas udah download terus data internet hidup masi aja ada iklan.",netral,netral,netral
Asli sih gue enjoy banget dengernya apa lagi Postcast ScaryThings asli sih serunya jadi males dengar lagu lagi😁🤭,netral,netral,netral
"Radionya dan radio kita semua sama, ada yang lain. tidak semua sama radio moderen dan semuanya keren NOICE",netral,netral,netral
suka banget aku sama aplikasinya 🤗seru tiap malam aku dengerin,netral,netral,netral
download ini cuma pengen dengerin cerita horor dari mui bi sama nad,netral,netral,netral
"saya suka..menghibur,penuh informasi .dan suaranya jernih enak di telinga..",netral,positif,netral
"Kalo fitur iklan dikembangin, sistemnya juga harus di perbaiki dong jgn pen enaknya doang 👎",netral,negatif,negatif
Lumayan Bagus. Saya termasuk setia dengerin radio online. cuman banyak radio dikota besar tidak gabung disini. sangat disayangkan,netral,netral,netral
"Nyari duit jgn ke member, Sekelas YouTube aja buat viewer gratis nyari duit nya dari adsense.. Lah ini nyari duit dari member... Kaga bakal rame app ente",netral,netral,netral
aku kasih Bintang 4 dulu karna baru coba,netral,netral,netral
"kok skarang sering ngeClose sendiri ya, jengkel jadinya",netral,netral,negatif
"noice aplikasi bagus, bisa menemani aku di setiap saat",netral,netral,netral
hebat sih dan bagus juga,netral,netral,netral
Cocok buat yg senang dengar dari visual.,netral,netral,netral
"bagus, lumayan buat temen tidur",netral,netral,netral
"sering ke pause sendiri, pas diulang langsung iklan 30 detik. sumpah kecewa sama noice, padahal pas awal download engga kaya gini",netral,netral,negatif
"Masukan buat NOICE, Tolong donk untuk iklan di mastering ulang donk audionya ngagetin pas pakai headhone/headset, atau di buat standart mastering untuk iklan atau standart RMS untuk semua audio di noice biar semua setara audionya seperti aplikasi sebelah",netral,negatif,netral
cerita cerita nya cukup bagus,netral,netral,netral
"Untuk pihak noice, tolong diatur iklannya agar tidak memotong podcast, lebih baik di awal atau di akhir. Jangan di tengah2 podcast Saran aja ya, terima kasih noice",netral,netral,netral
suka sama cerita di scary thing,netral,netral,netral
sekarang harus berbayar ga seru,netral,netral,netral
"Kenapa jadi berat deh aplikasinya terus gambarnya jarang muncul, dulu ga gini deh. makin bad",negatif,netral,negatif
"iklannya gak beraturan tiap ngeklik ada iklan, milih konten ada iklan lagi, pas mau play ada iklan lagi. terlalu banyak iklan malah kontennya gk produktif, tidak seperti dulu produktifitasnya",netral,netral,netral
Podcast nya keren banget buat ketagihan selalu dengerin..,netral,netral,netral
"Bagus tapi masih bisa bagus lagi, sama sayang aja konten vip yg udah di unlock pake koin gak bisa di download buat di dengerin pas offline",netral,netral,netral
"Sering macet di iklan, gak bisa buka konten sampe berjam jam",netral,negatif,negatif
aplikasinya bagus walau pun cuma suara tapi ceritanya bener bener seru dan tersampaikan dengan baik,netral,netral,netral
Bikin versi buat di android tv dong biar bisa dengerin sambil ngegame,netral,netral,netral
"Lah sekarang gk cuma sering iklan, tapi harus beli koin juga Udah sampai disini aplikasi ini di aplikasi saya",netral,netral,netral
Kebanyakan iklan taiiiiiiiiiii Aplikasi taikkkk iklan muluuu,netral,netral,netral
Sumpah kureng banget suka lemot buffering mu padahal udah pake wifi dan aplikasi lain lancar jaya cuma noice doang,netral,netral,negatif
Udahhh di download tapi gabisa di play payahhhhhh!!!!,netral,negatif,netral
"BAGUS BGT HEHE AKU SUKA MUI,BI",netral,netral,netral
Dowload noice cuma mau dengerin podcast horor yg viral di tt pass awal make emg agak bosen ya tapi lama lama makin seru bisa di dengerin sambil belajar literaly nih apk bagus bgt buat yg pengen dengerin sesuatu buat refrseshing atau lainya btw podcast di sini lengkap semua mulai horor sejarah komedi dll the best lh pokok nya 👍⭐⭐⭐⭐⭐,netral,netral,netral
saya suka dengan pocds tersebut karena geratis,netral,netral,netral
hapus audio yang udah ke download gimana cara nya?,netral,netral,netral
"Keren aplikasinya, recommended buat yang malas membaca tapi seneng mendengarkan seperti aku",netral,netral,netral
"Dari awal suka dengerin radio online lewat noice, setelah update dan ada iklan sering putus bufering dan harus diulang, disetiap ulang muncul iklan, aku kira sambungan internet ku yg eror, setelah coba buka youtube lancar saja, apakah sering bufering ini disengaja supaya denger iklan atau gimana ya? Sekarang sudah males buka apk ini",netral,negatif,negatif
bagus soalnya aku suka nonton horor atau cerita horor,netral,netral,netral
"Tampilannya bikin bingung aneh, ribet.",negatif,netral,netral
Apk nya enak juga gua denger cerita horor sambil olahraga kalian semua wajib download ini,netral,netral,netral
Sumpah keren dan seram banget,netral,netral,netral
Buat temen pas bete dan pengantar tidur cocok banget.Kalau bisa buat app untuk TV juga dong,netral,netral,netral
"burik bgt, login aja susah suka keluar sendiri udh masuk kode otp tbtb malah gbisa, gamungkin sinyal si",netral,netral,negatif
Stuck diloading kadang2 dan sering load nya lama padahal jaringan aman,netral,netral,negatif
NOICE Podcast bagus untuk di dengerin Podcast,netral,netral,netral
nga pernah bosen dengerin selalu asik dan seru thanks untuk parah podcast yang selalu memberikan suatu suasana yang baru,netral,netral,netral
"Bagus bgttt khusus pecinta horror wajib denger ini!! thanks buat yg bikin nya,seru bgtt",netral,netral,netral
Awalnya suka banget taoi makin kesini dengan hadirnya coin dengan konten premium nya lumayan mahal juga ya,netral,netral,netral
Pengen nyoba ah siapa tau enak,netral,netral,netral
"bagus bangetttt,sebelum tidur sering dengerin podcast jadi kek di ceritain dongeng sebelum tidur g hihii😅😅😅",netral,netral,netral
Suka sama aplikasi nya tapi login nya kadang nunggu lama banget padahal udah ngantuk pengen denger podcast alhasil gajadi denger,netral,netral,negatif
"Maaf kasih bintang 1, karna sebelum update dengerin diluar app lancar2 aja setelah update malah berenti terus pas denger diluar app, padahal suka banget sama ini app sebelum update",netral,negatif,netral
Kadang noice berhenti sendiri kalo lagi dengerin poadcast tolong dibeneri ya,netral,negatif,negatif
"Aplikasinya bagus dan menghibur. Saran saja dari saya, perbanyak lagi podcast horor dan misteri yang bisa didengarkan tanpa harus berlangganan premium.",netral,netral,netral
Semenjak musuh masyarakat ga pernah update gua hapus ni aplikasi,netral,netral,netral
Cuma konten audio doang kenapa tiba tiba suka buffering sih. Gw kira internet gw yg bermasalah. Trus coba youtube 1080p lancar jaya aja. Emng jelek ini aplikasi.,netral,negatif,negatif
Mantap aplikasi nya download dah gak bakal nyesel,netral,netral,netral
"Sering mati pause sendiri trus load.. gw kira gw sendiri yang kyk gitu, ternyata banyak yang ngalamin. Udah reinstal masih aja tetep. Tolong diperbaiki ya min. Makasih",netral,netral,negatif
Gak bisa dibuka aplikasi nya!!!!!,netral,netral,negatif
Bolak balik bayar noice tapi bug terus,netral,netral,negatif
"suka sih desain interfacenya, konten kontennya juga bagus bagus. banyak banget podcast yang asik. ga bakal kehabisan bahan buat di denger. enak aja gitu gabut gabut sambil ngerjain tugas sambil dengerin noice. biar ga sepi, cocok buat temen nyambi",positif,netral,netral
"Jujur awalnya suka parah sama aplikasi ini. Tapi mulai rada jengkel denngan dopup2 yang terbilang mahal di banyaknya episode yang mau kita dengar. Tetep saya ikuti untuk topup, tapi sekarang jengkel dengan aplikasi freze terus dan iklan yang mengganggu.. makin kesini bukan pengen topup buat dengerin podcast, tapi malah pengen uninstall ini aplikasi",netral,netral,negatif
"Trio kurnia kombek,, gw juga konbek hehehe",netral,netral,netral
"Saya suka dengerin radio lewat noice, walau saya gak pake aplikasinya karena memori hp penuh, saya rate bintang 5 buat websitenya yg user friendly dan enak dipakai.",positif,netral,netral
Bagus bangett.. tapi sayang sering buffering gak jelas padahal buka yg lain lancar jaya,netral,netral,negatif
"Keunggulan noice tuh kita bisa pilih podcast apa aja dan episode aja, better kali ya kalo setiap kelar satu episode terus di set lagi dari awal gitu, jadi kalo mau setel ulang ga mulai dari terakhir, terus malah pindahnke episode lain",netral,positif,netral
"aplikasi yang sangat bermanfaat,suka aja apalagi podcast ginian ngga ambil data banyak",netral,netral,positif
"manteb sih , saran aja kalau bisa tmbhin mungkin tentang sejarah nabi , kerajaan , world war dll",netral,netral,netral
Mau nanya ajh sih ini kek spoon gak yg kek waktu dulu,netral,netral,netral
"Ini kalau sudah daftar, trus kluar akun. Pas mau masuk laginya gmn? Kok tiap masukin nomor ada yg salah terus katanya.",netral,netral,netral
buka noice hanya untuk cerita horor dan misteri hehe,netral,netral,netral
bagus banget sya suka klo dgr psang headsed trus kya brasa di dongengin gitu good👏,netral,netral,netral
"ENAK BGT COOOK, DENGER SKERI TINGS",netral,netral,netral
Download lama tapi giliran gak di download bufering terus. Semenjak vip bukannya makin bagus,netral,negatif,negatif
rekomendasi bgt aplikasi noice ini no debats,netral,netral,netral
"baguss, sejauh ini ga ada masalah apapun sama aplikasinya Alhamdulillah, banyak podcast/kisah inspiratif juga yg cocok banget buat remaja usia 17-20 yg lagi nyari jati diri, luvv banget pokonyaa🤩🥰",positif,positif,positif
"bagus banget cerita horror nya , harus dengerin sih !",netral,netral,netral
banyakin deh podcast cerita horornya..👍👍👍👍👍,netral,netral,netral
"Aplikasi audio podcast yg saya suka, karna bisa didengarkan saat sambil bekerja,, mungkin akan lebih bagus ditambah lagi audio book dan back story dari sejarah, mau itu awal sebuah kerajaan, datangnya belanda, dan lainnya,, hehe saya suka soalnya,, dan mungkin para konten kreator podcast di youtube juga bisa hadir di noice,, :)",netral,netral,netral
kurangin episod yang berbayar lah,netral,netral,netral
Ga otomatis daftar walau pake akun google Terus untuk hp layar kecil .. Tombol next nya kepotong.. Jadi ga bisa daftar deh.. Uninstal deh,negatif,netral,netral
"Oke banget nih, kalo pas lagi santai gitu gak ada kerjaan bisa ngedengerin podcast. Paling suka di Lambemu sama mas Dono & Virza",netral,netral,netral
Seru aja gitu cerita ny,netral,netral,netral
"Udah paling update, tapi tetep aja pas klik 'see more' di bagian komen. Appnya force close / crash / hang. Benerin!",netral,netral,negatif
Ardan radio kok loading aja perbaiki dong min,netral,negatif,negatif
"Lebih diperbaiki lagi dari sistem,dari fiture,bug terlalu gede sering keluar sendiri gajelas",netral,negatif,negatif
bagus banget seru banget hari.lebih tenang,netral,netral,netral
Saya noicer dan selalu membayar,netral,netral,netral
Apk nya baguss banget wajib download sih dijamin gak nyesel,netral,netral,positif
"kekurangannya adalah kalau untuk next podcast maka gak urut dari episode pertama ke selanjutnya. karena episode pertama ada di posisi bawah maka saat selesai maka kita harus keluar dan pencet di atasnya. tiru persis kaya di Spotify lah, disana ada pilihan dari episode lama ke yang terbaru begitu pula sebaliknya dengan mudah. jujur aja noice masih belum lengkap aja dalam pelayanannya.",netral,netral,netral
karena sangat seru dan horor banget,netral,netral,netral
Iklanin dong. Biar kayak spotify. Aplikasi ini blm terkenal. Aplikasi sebagus ini syg banget kalau orang-orang tidak mengenal. Ini bener2 multi sekali. Ada radio. Podcast. Audio. Dll. Yg gk ada di aplikasi2 lain,netral,positif,positif
ini apk yang sangat bagus buat ku,netral,netral,positif
Bagus bgt bisa pop up yang di noice juga pada keren keren,netral,netral,positif
bagus bisa dengar offline tapi harus download dulu yang pengen di denger nya Iyah podcast,netral,positif,netral
Ko gue gak bisa login ya,netral,netral,netral
"Dulu awal awal noice banyak konten kreator bagus, sekarang sudah banyak yang ga upload",netral,netral,netral
Enak di dengar dan seru kerasa horor nya,netral,positif,netral
"TERIMAKASIH BANYAKK NOICE!! Dengan Aplikasi ini saya bisa mencermati apa isi podcasts di apk iniii hehehhe, hingga sampai tertidur lelap saya dengar podcast nya hehhee.",netral,netral,netral
Knp pake VPN ga bisa buka app nya? Ga usah terlalu ribet lah pengaturan koneksi nya,netral,netral,netral
Jaringan Streaming radio ditambah dong min,netral,netral,netral
bagus2 ceritanya dan pembawaan ceritanya agus banget,netral,netral,netral
"Gak tau kenapa, setelag update, beberapa hari aku gak buka noice suaranya kayak beda, jadi kayak lebih kecil dan kek gak jernih, susah jelasinnya",netral,negatif,netral
