,user_review,rating,review_date,pengalaman visual,fungsi,performa dan stabilitas
621,"Akhir akhir ini, kenapa force close mulu ya? Buka apk lebih berat ga pernah gini. Next update tolong diperbaiki dong",3,2023-08-23 12:00:15,netral,netral,negatif
623,berbayar mahal bgt dah huhu,3,2023-08-23 10:58:17,netral,netral,netral
624,Yang kurang. Saya download audio buat dengerin nanti malem. Tp ga tau caranya lihat downloadnya. Kurang simple. Trs di kasih tema juga dong di apk nya. Fitur downloadnya di kasih di profil. Sama bisa di bagi / namanya bisa di msukin folder download an dg nma download an yang beda gitu download an nya.,2,2023-08-23 6:57:22,negatif,netral,netral
626,"Buat Room Live kok ga bisa ya, ga muncul tombolnya",4,2023-08-23 2:29:20,negatif,netral,netral
627,Log in akun lama kok banyak podcast2 yg didownload malah pada hilang?,4,2023-08-23 1:24:17,netral,netral,netral
628,"1. UI nya ga familiar, ribet 2. Kalo bisa sih semua kontennya VIP, dibikin eksklusif aja, konten gratisannya bisa kasih sample 2 menit, jangan full 3. Atau dibikin kaya OTT, berlangganan. 4. Kasih batas pemutaran buat yang ga bayar, 1 jam/hari misalnya 5. Tiap mau play harus log in, scan wajah, biar yang dengerin dan komentar ga asal",1,2023-08-22 11:21:35,negatif,netral,netral
631,"Overall semua podcaster bagus pas awal awal, tapi makin kesini makin banyak podcast podcast asik malah bungkus. Uda gak ngerti sama noice mau dibawa kemana, dahlah spotify emang yang paling bener. Btw thx 4 hiburan nya",1,2023-08-21 18:06:50,netral,netral,netral
634,Gimana cara login lagi akun noice ya? Gak sengaja ke klik keluar akun,4,2023-08-21 13:22:15,netral,netral,netral
641,𝐛𝐚𝐠𝐮𝐬𝐬 𝐬𝐢𝐜𝐡.... 𝐜𝐮𝐤𝐮𝐩 𝐥𝐮𝐦𝐚𝐲𝐚𝐧 𝐨𝐤..,5,2023-08-19 13:07:22,netral,netral,netral
643,"RIP Noice, Podcast Favorit gw pada bungkus, terimakasih atas hiburan 4 tahun terakhirnya. Sekarang Spotify terbaik",1,2023-08-18 11:36:16,netral,netral,netral
645,"Aplikasi keren, beneran tempat kumpul konten audio. Ada podcast, musik, radio, sampe buku audio juga ada.",5,2023-08-18 8:24:25,netral,netral,netral
646,Konten nya seru..pokonya aplikasi terbaik semoga aplikasi yang bisa semakin berkembang dan sukses selalu semua,5,2023-08-18 5:32:15,netral,netral,netral
647,Apk nya belum di pake udah ada notip maaf eror apk apaaan ini cuk,1,2023-08-18 3:37:04,netral,netral,negatif
648,"Bintang 1 dulu, ntar kalau CKH udah rilis tak kasih bintang5",1,2023-08-18 2:52:11,netral,netral,netral
649,"Cuma pengen nonton mamat vs abdur.. Klo programnya bagus bagus, nanti bintangnya di tambah deh",3,2023-08-17 14:17:24,netral,netral,netral
651,Bagus tp kalau pas lagi degar mau tidur tiba tiba iklan dan langsung kaget apalagi pas pakai henset bikin jantugan,4,2023-08-16 14:00:37,netral,netral,netral
652,"entah kenapa sekarang buka app noice berat banget,lambat dan hasil download gk bisa di play.tadinya mau kasih bintang 5 tapi turun deh jadi 4 mohon di perbaiki biar nanti bisa update lagi.terimakasih",4,2023-08-16 7:26:06,netral,netral,negatif
653,iklan nya kalau bisa di kurangin ..terimakasih,4,2023-08-16 4:11:05,netral,netral,netral
654,Top up coin gagal terus,4,2023-08-16 3:00:47,netral,netral,netral
655,"Beberapa pacdcast kalo mau dengerkan harus pake koin. Kalo bisa biaya top up koin nya di murahin, dan kalo bisa juga ada cek-in harian yg hadiah berupa koin jga.",4,2023-08-15 17:40:03,netral,netral,netral
659,Suka tiba tiba keluar sendiri,2,2023-08-15 8:50:12,netral,netral,negatif
661,"cerita di audio series nya bagus, hidup, gak monoton tapi saran, yang dubbing gak perlu terlalu ""lebay"" seolah-olah karna terkadang malah jadi ""apasih kok gini"" gitu. bisa disesuaikan aja dengan script yang ada, krna ini kan fokusnya untuk didengar bukan ditonton.",5,2023-08-14 7:02:45,netral,netral,netral
663,serunya podcast di noice muantap rek....👍,5,2023-08-13 15:14:34,netral,netral,netral
665,salah satu podcast terbaik di Indonesia,5,2023-08-12 8:05:04,netral,netral,netral
666,saya sangat suka dan keren abis lah pokao nya,5,2023-08-12 7:39:47,netral,netral,netral
668,Pokonya cocok banget buat orang yg suka ngedengerin podcas2 tapi berbentuk audio seru banget konten2nya,5,2023-08-11 4:08:19,netral,netral,netral
669,Gak sebagus waktu awal awal,1,2023-08-10 18:53:35,netral,netral,netral
670,"mantap jiwa , Indonesia merdeka!!! merdeka!!! merdeka !!!",5,2023-08-10 16:17:39,netral,netral,netral
672,video terbaru rata rata vip,2,2023-08-10 14:20:53,netral,netral,netral
674,"Akhir akhir ini semakin di update semakin banyak bug,saat mendengarkan audiobook sering keluar sendiri",2,2023-08-10 13:51:47,netral,negatif,negatif
677,Karena bagus Buatan lagu nya atau suaranya bagusss bgt,5,2023-08-09 9:04:29,netral,netral,netral
678,"Kok saya mau dengerin tiba2 gk bisa padahal sinyal saya bagus tapi malah gk bisa di putar, terus pas saya coba lagi ee malah gk bisa di putar semua podcast yg sayang subscribe tolong yaa maaf bintang 2 yaa",2,2023-08-09 4:54:27,netral,negatif,netral
679,Memang kita membutuhkan sponsor buat mengembangkan usaha tapi gk di tengah -tengah podcast juga,2,2023-08-08 23:28:54,netral,netral,netral
680,The best pandeka n trio kurnia... Kurrr kurrrr kurrrr,5,2023-08-08 12:57:24,netral,netral,netral
681,seneng bangett sm crita horor ny,5,2023-08-08 12:19:05,netral,netral,netral
684,"mantap, mengisi hari-hariku dengan berbagai konten yg dapat didengar. lebih byk lagi konten hiburannya",5,2023-08-07 23:32:54,netral,netral,netral
685,"Noice adain fitur download podcast ke kartu SD dongg, penyimpanan internal penuh nihh.. btw fitur noice premiumnya keren juga",5,2023-08-07 23:24:14,netral,netral,netral
686,kapan2 bisa lah kasih bonus koin,5,2023-08-07 20:18:08,netral,netral,netral
687,"Jd ga bs dibuka, pdhl dah install ulang berkali2",1,2023-08-07 14:56:17,netral,netral,negatif
688,makasih udh buat aku bisa tidur sambil dengerin cerita semuga sehat selalu aminn,5,2023-08-07 13:09:49,netral,netral,netral
691,Terlalu dini untuk membuat podcast menjadi konten berbayar,1,2023-08-06 16:03:37,netral,netral,netral
692,Gimana sih caranya bikin premium?? Ntar kalo dah dijawab bintangnya dinaikin,3,2023-08-06 9:45:47,netral,netral,netral
693,Makin bagus banget nih aplikasi Sering mati + keluar sendiri dr aplikasi Disuruh bayar ngikut bayar Volume kenceng waktu iklan tetep didengerin meskipun kuping sakit Sekarang jd sering mati + keluar dr aplikasi Hebat hebat Klo bisa kedepannya gk bisa dibuka gitu aplikasinya biar makin seru,1,2023-08-06 8:23:58,netral,negatif,negatif
695,banyak podcast seru disini dan juga menyenangkan,5,2023-08-06 5:13:46,netral,netral,netral
696,aplikasi ini membuat saya merasa nyaman,5,2023-08-06 2:16:34,netral,netral,netral
697,Ini saya mau dengerin musik radio tapi gak ada nyalain tolong dong baikin lagi!!!,2,2023-08-05 8:53:09,netral,negatif,netral
698,"Kontennya menarik dan recomended tapi bugs nya ganggu, sering lag kadang eror ampe ga bisa diapa apain. Mohon sering diperbaiki",3,2023-08-05 8:25:38,netral,netral,negatif
700,"Udah engga semenarik dulu, terlalu banyak konten VIP yang engga berbobot, percuma beli koin.",2,2023-08-05 6:29:32,netral,netral,netral
701,Konten yg saya beli knp bnyk yg kevtutup,1,2023-08-04 19:38:30,netral,netral,netral
703,Apa apa pake duit skrg haha,1,2023-08-04 4:56:56,netral,netral,netral
705,Ada bug saat autoplay di audiobook loncat satu episode lebih. Jadi kalau saya setel ep 1 langsung autoplay ke episode 3. Aneh banget.,3,2023-08-04 0:06:33,netral,negatif,netral
707,Kenapa sekarang kok tidak ada fitur video?,1,2023-08-03 9:56:32,netral,netral,netral
710,"Tiba"" mati sendiri. Suara iklan lebih keras. Terus kalau dengerin podcast tertentu harus isi top up coin. Sudah Tidak sebagus dulu",3,2023-08-01 17:52:28,netral,negatif,negatif
712,"Kenapa gua beli noice premium paket bulanan 150 koin, tp baru unlock 3 podcast udah gak bisa, padahal baru beli paket noice premium 4 harian, udah gak bisa",2,2023-08-01 10:37:35,netral,netral,netral
714,Saya login kok tidak kunjung dapat kode otp yaa,4,2023-08-01 7:05:40,netral,negatif,netral
720,"Ga Jelas, udah beli premium malah konten vip ga bisa diakses",1,2023-07-30 21:32:30,netral,negatif,netral
724,"Setelah update iklannya jadi banyak bgt, tolong kembalikan noice yg dulu",2,2023-07-30 5:48:19,netral,netral,netral
726,"Gini banget kalo udah laku , semenjak ada fitur VIP ya kali udah denger pake kuota sekarang malah bayar pake uang Sumpah kecewa banget sih sama noice Tapi maap kamu terlalu cari uang sekarang Terima kasih selama covid udah nemenin aku Pengen tetap jadi langganan tapi noice udah gak asik",1,2023-07-29 15:19:02,netral,netral,netral
727,bagus udah itu aja bingung mau ngomong apa intinya ya bagus oke,5,2023-07-29 12:43:18,netral,netral,netral
729,Banyak iklan gabisa di skip. Mau tekan apaapa harus iklan dulu,1,2023-07-29 8:01:17,netral,netral,netral
730,"Udah di update versi terbaru tapi masih ga bisa join premium, katanya kalo buka gembok ada dua opsi tapi ga ada. Udah di refresh berulang ulang tetep aja belum muncul opsi join premiumnya.",3,2023-07-28 20:39:20,netral,netral,negatif
733,"Kok makin kesini makin kesana arah dari tujuan noice, yang awalnya sebagai hiburan gratis mengisi kekosongan waktu, malah hiburan berbayar yang tujuan awalnya menghibur masyarakat, malah menguras kantong masyarakat. Apakah noice emang fokus banget cari cuan sampe sampe melupakan tujuan awal?bisa saya kasih contoh konten musuh masyarakat S1 sampe S4, itu ga ada pake koin, baru kemudian S5 pke koin, apa noice akan perlahan lahan menjadi musuh masyarakat beneran apa gimana, sebegitunya cari cuan🤐",1,2023-07-27 22:51:38,netral,netral,netral
734,"Talentnya sekarang udah gak seseru dulu, ditambah sekarang hampir semua konten diduitin. Kalah sama spotify.",1,2023-07-27 18:09:26,netral,netral,netral
737,makin kesini makin banyak iklan.,1,2023-07-27 10:19:05,netral,netral,netral
739,enak bgt didenger pas perjalanan biar ga gabut.,5,2023-07-27 5:49:25,netral,netral,netral
741,"Servernya benerin lah fakk, masa macet macet mulu dengerinnya.",1,2023-07-26 13:42:52,netral,negatif,negatif
743,"Keren menghibur, tolong buat khusus untuk PC",4,2023-07-26 5:12:10,netral,netral,netral
744,"akhirnya pensiun dari noice setelah 350 jam mendengarkan. bukan tanpa alesan, tapi sekarang parah bener.. iklan bukan masalah besar, tapi fitur VIP yang bayar puluhan ribu cuma buat buka 1 episode, mending kalo VIP bayar sekali tapi bisa buka semua episode.. kalo satu satu ya rungkad. mending kabur ke spotipi yeey",1,2023-07-25 16:57:47,netral,netral,netral
747,"Gara² ada si trio kurnia .. om vincent, om desta dan komandan andre .. aq jadi download nih apk 😆",5,2023-07-24 7:43:03,netral,netral,netral
750,Enk banget dengerin d home store.. Peneman sepi iya😂 peneman tidur iya.. Sukses yaa,5,2023-07-23 17:48:11,netral,netral,netral
753,heran padahal wifi lancar ttp aja lag,1,2023-07-22 14:27:04,netral,netral,negatif
758,"Abis update mlah sering Buffering,,, download pun lama,,, pdhl gue buka yutub n lain2, lncar2 aj...",3,2023-07-21 9:52:19,netral,netral,negatif
759,mantap tetap lah noice seperti biasa,5,2023-07-21 7:25:18,netral,netral,netral
762,Tambahin dong untuk stasiun radio Makassar ya min,4,2023-07-20 17:13:47,netral,netral,netral
764,Terlalu banyak konten yang berbayar dan episode sering telat,1,2023-07-19 22:30:12,netral,netral,netral
766,Bintang lima demi abdur vs mamat,5,2023-07-19 1:21:14,netral,netral,netral
767,Alhamdulillah sudah ada fitur berlangganan,5,2023-07-18 22:17:12,netral,netral,netral
768,ah noice keren.... slalu suka dnger trio kurnia🥳,5,2023-07-18 19:30:10,netral,netral,netral
769,"Sekarang harus bayar kalo mau dengerin yg terbaru, suck",1,2023-07-18 15:51:10,netral,netral,netral
771,Sudah beli paket musmas besoknya tidak bisa,1,2023-07-18 11:00:13,netral,netral,netral
772,"Ini noice kenapa sih, padahal udah didownload, tapi nggak bisa di puter",1,2023-07-18 9:57:22,netral,negatif,netral
775,"Aplikasi ini sudah bagus, cocok untuk berbagai kalangan",5,2023-07-18 2:41:50,netral,netral,netral
777,"Mahal juga koin nya, susah dijangkau bagi saya, ada podcast artist yg g menarik"" amat malah podcast daerah yg bagus udh bungkus. Hanya tersisa berizik yg g byk VIP nya. Kalau berizik Bungkus atau harus VIP g ngerti lagi ngapain install noice.",1,2023-07-17 18:32:00,netral,netral,netral
778,Siaran nya gk ada macet. Aplikasi yg bersih dan mudah utk di explore walaupon pengguna luar dr Indonesia. Good job and it's fantastic,5,2023-07-17 13:06:56,netral,positif,positif
779,Ribet harus pake koin skrng,1,2023-07-17 11:05:25,netral,netral,netral
782,"Akhir² ini sering eror,bertahan gara² trio Kurnia",5,2023-07-16 13:17:22,netral,netral,negatif
784,Saya pengguna baru aplikasi ini. Sangat menghibur dan kualitas konten dan suaranya juga bagus.,5,2023-07-15 12:21:33,netral,positif,netral
785,Aplikasi podcast terbaik dan recommended,5,2023-07-15 12:10:13,netral,netral,netral
786,aplikasi yang selalu menemani perjalanan depok - jakarta,5,2023-07-15 11:40:21,netral,netral,netral
787,"cocok banget di semua aktivitas sehari-hari, fitur"" nya juga oke semua,, pokoknya aplikasi ini emang khusus buat entertain masyarakat, untuk iklan nya juga masih bersahabat Semoga kedepannya aplikasi ini kedepannya semakin berkualitas",5,2023-07-15 10:57:27,positif,positif,netral
788,awalnya pas download dan dengerin NOICE radio agak ragu takutnya sinyalnya putus2 tapi pas dengerin jadi aku puas sekali meskipun aku lagi diperjalanan yang penting tetap menghibur sekaligus thank you ya NOICE🥰🥰🥰🥰🥰😍😍😍🙏🙏,5,2023-07-15 8:17:10,netral,positif,netral
789,"Aplikasi audio konten yang sangat bermutu, dengan tampilan aplikasi yang terus di perbaiki menjadi lebih user-friendly",5,2023-07-15 7:07:11,positif,netral,netral
790,"Ayolahhh kenapa notifikasi nya nyepam banget, udah di disable semua lohh pengaturan di apps nya",1,2023-07-15 3:09:14,negatif,netral,netral
795,"Isinya kebanyakan artis ngobrol gak jelas, ketawa ketiwi doank, gak ada pelajaran yg di ambil...",1,2023-07-14 11:59:34,netral,netral,netral
800,"Saya tidak bisa login krna cuma ada daftar doang, padahal dah ada akun, apa saya yg gaptek?",3,2023-07-13 12:28:30,netral,netral,netral
801,"keren aplikasi nya, semangat bang",5,2023-07-13 4:31:14,netral,netral,netral
802,"top up berhasil , tapi coin tidak bertambah",1,2023-07-13 2:06:43,netral,negatif,netral
812,sangat bagus kalau mau tidur dan yang kurang itu tolong iklannya kasih tidak ada dongk,4,2023-07-12 9:48:13,netral,netral,netral
813,"Sekarang terlalu banyak eps khususnya audioseries yang awalnya gratis sekarang ingin dengerin lagi banyak yang harus pake koin, kadang saat memutar podcast buffering tidak jelas",2,2023-07-12 4:50:09,netral,negatif,netral
814,"Gw suka aplikasinya tapi kalau ga bisa login buat apa ya wkwkwk, habis di update ga bisa login via facebook",3,2023-07-12 2:53:47,netral,negatif,netral
816,gara gara nonton musuh masyarakat di youtube lucu terus download noice mau nonton full nya malah harus bayar weelehhh,1,2023-07-11 21:56:00,netral,netral,netral
817,Udah di update.. Nge bug.. Gak bisa kebuka.. Giliran hapus data.. Ehh sesudah log in File2 hasil download hilang semua Padahal awal2 mah ada bug gini.. Gak ngaruh ke hasil download... Meski di hapus data juga,1,2023-07-11 13:49:34,netral,netral,negatif
819,Kurangin bintang karena podcast favorit udah pada bungkus,3,2023-07-11 13:48:31,netral,netral,netral
821,Ini bayar ato nggk sih ?? Udh bagus kok,5,2023-07-11 6:32:30,netral,netral,netral
822,"Aplikasi sejuta BUG,,bentar_bentar ngeBug... Servernya payah,,bagusan server Zeus.. Hadeuhh",2,2023-07-11 5:38:34,netral,netral,negatif
823,4 star dlu yah karena blom bisa d download di google tv.,4,2023-07-11 5:31:01,netral,netral,netral
827,"Sebelumnya sangat bagus , namun entah mengapa aplikasi tidak mau terbuka secara tiba tiba , mohon bugnya segera di fix min 🙏🙏😁",2,2023-07-10 18:21:50,netral,netral,negatif
829,"kualitas audionya udh bagus tapi sering buffering, padahal pas cek koneksi lancar lancar aja, mohon kepada almaighty noice mungkin bisa di fix secepatnya.",5,2023-07-10 13:17:23,netral,netral,negatif
830,Sayang banget gabisa play PRFM Bandung :(,4,2023-07-10 11:47:11,netral,netral,netral
832,selalu dengerin tiap mau tidur...,5,2023-07-10 3:41:08,netral,netral,netral
834,Aku suka banget sama aplikasi ini❤ Tapi ada satu hal yang buat aku risih pas enak enaknya dengar eh malah berhenti sendiri aku kira HP ku yang lelet ternyata punya kawan aku juga gitu,4,2023-07-09 19:29:16,netral,negatif,negatif
835,ku kasih bintang 4 aja deh karna msh ada yg kurang dikit menurutku,4,2023-07-09 19:00:20,netral,netral,netral
836,"Bagus bgt konten audionya. Saya berharap untuk diperbanyak lagi konten² tentang pengembangan diri, kesehatan fisik and mental, dan konten spritual. Itu sangat membantu untuk memperbaiki kondisi penyakit kronis generasi milenia...",5,2023-07-09 17:38:30,netral,positif,netral
837,"Kalo bisa langganan aja /bulan, bukan tiap episode lu minta bayar. Bintang 1 dlu",1,2023-07-09 15:14:29,netral,netral,netral
839,"saya bosan buka aplikasi ini sudah berbayar ,saya cuma bisa mendengarkan podcast lamaa",1,2023-07-08 18:30:09,netral,netral,netral
841,"Loading Mulu pas dengerin podcast yg eps. dulu"" padahal jaringan aman",1,2023-07-08 10:20:20,netral,negatif,negatif
842,"Noice jadi aplikasi musik juga dong, Spotify gua ga jadi, gua perlu aplikasi streaming musik kek Spotify dan Noice paling mendekati tapi cuma podcast, jadi tolonglah dukung musik juga di app ini",5,2023-07-08 1:56:48,netral,netral,netral
843,Bagus banget tapi nih ya tolong banget kalau swlesai iklan jangan pindah episod atau keluar tolong banget ya,5,2023-07-07 13:15:34,netral,negatif,netral
845,Saya noicer menyatakan anda terlalu KAPITALIS,1,2023-07-07 9:37:19,netral,netral,netral
846,Di handphone suka Force close tolong betulin ya :),4,2023-07-07 9:06:38,netral,netral,negatif
849,"Volume iklan/sponsor bikin telinga sakit. Niatnya dengerin podcast buat menenangkan diri malah dibikin kaget, maaf2 nii saya ga TULI sehingga volume gaperlu sekencang itu.",2,2023-07-06 13:52:44,netral,netral,netral
850,makin lama makin berat.. buat ngetik di live room aja berat banget.. sampe hp juga jadi panas.. bukan makin upgrade ini mah.. malah makin jelek.. maaf yaa.. jadi males pake noice.. 😢,1,2023-07-06 12:38:02,netral,netral,negatif
855,Udh ga seru Kebanyakan VIP ga kyk dl lagi,1,2023-07-06 2:23:15,netral,netral,netral
859,Sering bermasalah. Tau2 podkesnya berenti sendiri dan ga bisa dilanjutin. Aplikasiharus ditutup dan dibuka lagi biar bisa ngelanjutin pagi itupun kadang ngulang dari awal lagi,3,2023-07-05 17:44:18,netral,negatif,negatif
860,Server tolong dibenerin sinyal full streaming ytb oke tapi buat dengerin noice macet macet.,1,2023-07-05 13:16:43,netral,negatif,negatif
863,Konten nya bagus bagus tapi sering pause sendiri kalo lagi maen game,3,2023-07-04 14:55:20,netral,negatif,netral
864,Aplikasi yang bagus baik dan menyenangkan,5,2023-07-04 14:52:21,netral,netral,netral
867,Bnyk iklan. Harus beli VIP,1,2023-07-03 13:01:38,netral,netral,netral
868,"Download cmn mau denger cerita horor moybinad hahahahah, seru abisss",5,2023-07-03 10:50:45,netral,netral,netral
869,"Podcasternya gaje gaje, mau terdengar asik, tapi malah berisik. Tetep, kembali ke Spotify yang terbaik.",1,2023-07-03 6:34:59,netral,netral,netral
874,"Bagus banget, namun akhir akhir ini mulai ada beberapa BUG, seperti terhenti saat mendengarkan offline (ter-download), terkadang saat lagi mendengarkan tiba tiba out dari aplikasi dan harus buka ulang aplikasi.",4,2023-07-01 19:04:42,netral,negatif,netral
875,"Iklan nya mulai mengganggu nih, tolong dong buat fitur premium bulanan",3,2023-07-01 18:46:06,netral,netral,netral
877,Crash terus ditengah2 play podcast,1,2023-07-01 2:05:14,netral,negatif,negatif
878,"semuanya bagus, kecuali sistem beli beli per episode, saran saya sistem langganan aja",1,2023-06-30 13:16:37,netral,netral,netral
879,"kl keluar dri aplikasi, trus buka aplikasi lain podcastnya berhenti, masuk lagi ngulang dari awal... ms iya kudu dipantengin terus? tolong perbaiki bugnya...",2,2023-06-30 7:48:50,netral,negatif,netral
886,"Sangat aneh, kenapa tulisan ya fitur video full version tapi tidak ada video ya?",1,2023-06-29 5:17:25,negatif,netral,netral
887,Tambahin ke android tv pliss,3,2023-06-29 3:47:03,netral,netral,netral
889,Makin kesini makin komersial banget Yaela segini amat gw pengen denger gen fm Musti denger iklan berulang ulang membosankan sekali Yang lain gk gitu gitu segala Mana kalo pengen podcast baru musti keluar duit 20an ribu Woy apaan ini podcast di yutube mah bejibun gratis Di noice udah mah KAPITALIS banget,1,2023-06-29 1:10:33,netral,netral,netral
891,Ada bug 1.beberapa radio tidak bisa diputar contoh voks radio Jogja 2.ketika memutar radio tiba2 ganti ke podcast 3.setelah aplikasi di tutup terkadang widget pemutar tidak hilang seperti versi sebelumnya thanks bro i lop yu,3,2023-06-28 15:05:07,netral,negatif,negatif
893,"Setelah update jadi aneh, sinyal buat streaming aplikasi lain lancar. Tapi di noice ngelag. Download offline juga gak bisa aneh banget",5,2023-06-28 11:54:43,netral,negatif,negatif
894,"ini lama-lama semua konten semua episode harus pake koin, kalo emang maunya gitu mending dibuat langganan bulanan jadi sekali bayar bisa akses semua macam spotify premium",2,2023-06-28 10:01:34,netral,netral,netral
895,"Di coba aja dulu, ntar kalo nyaman gw jadiin aplikasi favorit tapi kalo sampe ada bug yang bikin ngedelay dan ngecrash atau ngeleg hp gw, gw uninstall",5,2023-06-28 7:57:37,netral,netral,netral
898,Aplikasi bagus banget makin kesini konten semakin banyak yang berbayar... Jadii sudahlah jangan download kapitalis banget ajg,5,2023-06-27 21:33:31,netral,netral,netral
900,Aplikasi yg selalu menemani sebelum tidur..👍👍,5,2023-06-27 15:05:52,netral,netral,netral
902,oke aplikasi bermanfaat positive untuk pengembangan diri juga .,5,2023-06-27 13:36:14,netral,netral,netral
906,Agak bingung...nyari podcast yang pengen didengar tapi kok nda ada yah?,3,2023-06-27 4:52:36,netral,netral,netral
907,"Fitur live nge bug, mohon di perbaiki",4,2023-06-27 4:39:13,netral,negatif,negatif
910,Tlg diperbaiki sering tbtb mati waktu masih dengerin podcast,4,2023-06-27 0:45:08,netral,netral,negatif
911,"Punya cerita sendiri sat mendengar kan ya., saran jga kalau buat koin kurangi item mahalnya ya 😊😁",5,2023-06-27 0:23:00,netral,netral,netral
912,Sorry ni mungkin bisa di fix ga di notifikasi nya padahal udah keluar dari appnya tapi notifnya masih ada,3,2023-06-26 18:15:13,negatif,netral,netral
913,"Iklannya tolong laah jangan nyebelin, mau ganti episode aja langsung iklan, udh gtu episode nya udh pernah diplay jdi langsung keganti iklan lagi.. mohon diperbaiki segera, ini menyebalkan",1,2023-06-26 16:53:21,netral,netral,netral
914,Min kenapa ya kok tiba² stop gitu apa koneksinya lag berpengaruh ?,3,2023-06-26 12:18:59,netral,netral,negatif
915,"Update fitur sinkron dengan android tv dong, Kayak si Ijo",5,2023-06-26 12:15:48,netral,netral,netral
919,Download ini cuma buat dengerin podcastnya scary things,4,2023-06-26 6:25:46,netral,netral,netral
921,Sering mati sendiri trus kalo di ulang lgi pasti mulai dri awal lagi knpa ya. Sejak update,3,2023-06-26 1:46:56,netral,negatif,negatif
922,mantap saya suka aplikasi ini,5,2023-06-25 22:56:40,netral,netral,netral
925,"Banyak bag seperti pemutaran yang berhenti,loding yang terulang padahal sinyal bagus.",2,2023-06-25 1:06:46,netral,netral,negatif
927,"1. Gamasalah iklannya 30dtk - 1mnt, tapi tolong itu volumenya dikecilin 2. Kirain gw doang tp ternyata bnyk jg yg mersakan hal yg sama. Podcast tiba² buffering sendiri gajelas, tiba² kepotong lanjut episode yg lain, gabisa diplay, padahal koneksi aman² aja... jadi ga nyaman banget dengerinya",2,2023-06-24 16:35:49,netral,negatif,netral
929,download noice cuma mau dengerin podcast sus rini hahaha,5,2023-06-24 8:22:53,netral,netral,netral
931,Ga bisa aku kode otp nyaaa,2,2023-06-24 1:28:28,netral,netral,netral
932,"Nah gitu dong, udah beli VIP masak terbatas dengerin nya. Gausah aneh aneh sat.!",5,2023-06-23 15:49:09,netral,netral,netral
934,Setelah update jadi sering berhrnti sendiri,1,2023-06-23 14:35:49,netral,netral,negatif
935,"Makin kesini makin aneh, audio tiba-tiba lag, tiba-tiba stop, tiba-tiba skip konten padahal satu konten belum sampai habis, banyak update gak makin bagus malah makin banyak iklan aja haduuuh-haduuuuh kocak",2,2023-06-23 14:14:55,netral,negatif,negatif
936,"Fitur buat matikan push notifications ga guna. Udah update terus keversi yg paling baru berharap diperbaiki, masih sama aja. Spam push notifikasi sangat menggangu.",1,2023-06-23 14:10:05,negatif,netral,netral
937,"Pas di YouTube promosinya gembar-gembor, nyatanya aplikasi banyak minus😔 suka berhenti sendiri pas lagi dengerin audio",1,2023-06-23 14:04:00,netral,negatif,negatif
939,Gak tau kenapa aplikasi saya suka mati sendiri ditengah jalan. Apakah ada yg punya pengalaman yg sama?,3,2023-06-23 11:31:08,nettr,netral,negatif
940,Suara iklannya kecilin bangsaaaaat.... gede banget suaranyaaa,1,2023-06-23 8:17:53,netral,netral,netral
944,Noice terbalikk gue suka ga bnget keren apk itunya,5,2023-06-22 13:53:50,netral,netral,netral
946,sering terjadi bug ketika sedang memutar iklan,3,2023-06-21 16:40:56,netral,netral,negatif
947,"Kurangi bintang, karena terlalu lama loading interfacenya..",3,2023-06-21 15:41:54,netral,netral,negatif
949,"seru, tapi tolong iklannya suaranya dikecilkan. Masa saat fokus mendengarkan podcast dengan suara yg tergolong kecil tiba tiba muncul iklan dengan suara sangat besar",3,2023-06-21 13:42:00,netral,netral,netral
950,Lama-lama gk jelas ni aplikasi,1,2023-06-21 11:57:33,netral,netral,netral
951,bagus tapi suka berhenti sendiri,4,2023-06-21 7:30:32,netral,netral,negatif
952,Skarang mau dengar 1 vid harus bayar ..hadeh ..coba aja ada paket perbulan gitu biar bisa dengar yg lain..,2,2023-06-21 7:20:35,netral,netral,netral
953,Aku pengen kasih bintang sepuluh tapi cuma bisa lima aku suka podcast di culik ke alam lain aku suka banget nonton itu malam malam aku harus dengerin terus podcast nya,5,2023-06-21 4:09:10,netral,netral,netral
954,"Kesini mau cari referensi Podcast, Buset isi nya kebanyak IKLAN, mending spotify G ada iklan nya.",1,2023-06-20 19:48:01,netral,netral,netral
955,Jelek .. sering lag .. padahal jaringan bagus ...,1,2023-06-20 18:22:33,netral,netral,negatif
956,"baru sehari pake dan mutusin buat uninstall aja, kdg nge lag pdhl jaringan bagus aja, terus iklannya terus2an muncul",1,2023-06-20 16:32:44,netral,netral,negatif
958,"tolong Volume iklannya di kecilin, kaget gw tiba iklan ""Kamu lahh satu2nyaaaa..."" Cempreeeeeengggg",2,2023-06-20 10:16:00,netral,netral,netral
960,Suara iklan telkomselnya kenceng banget,3,2023-06-20 3:05:11,netral,netral,netral
962,Too much paywall contents now. A big disappointed as an old listener of this podcast.,1,2023-06-19 23:37:03,netral,netral,netral
963,"Sering mati sendiri, jadi berhenti dulu lah dengerin noice sampai dibenerin appsnya",1,2023-06-19 22:59:20,netral,netral,negatif
964,kasih fitur SORT di podcast yg udah di download dong plisss,5,2023-06-19 22:01:41,netral,netral,netral
966,Apk ngebug lagi dengerin tiba tiba mati sendiri,1,2023-06-19 7:52:30,netral,netral,negatif
