,clean_review,pengalaman visual,fungsi,performa dan stabilitas
610,suka menghibur penuh informasi suaranya jernih enak telinga,netral,positif,netral
611,kalau fitur iklan dikembangkan sistemnya perbaiki jangan ingin enaknya saja,netral,negatif,negatif
612,lumayan bagus setia dengarkan radio daring hanya radio dikota tidak gabung disayangkan,netral,netral,netral
613,mencari uang jangan anggota sekelas youtube saja viewer gratis mencari uang nya adsense mencari uang anggota tidak ramai aplikasi ente,netral,netral,netral
614,kasih bintang 4 karena coba,netral,netral,netral
615,sekarang ngeclose ya jengkel,netral,netral,negatif
616,noice aplikasi bagus menemani,netral,netral,netral
617,hebat sebenarnya bagus,netral,netral,netral
618,cocok yang senang dengar visual,netral,netral,netral
619,bagus lumayan teman tidur,netral,netral,netral
620,pause saat diulang langsung iklan 30 detik sumpah kecewa noice saat unduh tidak seperti seperti ini,netral,netral,negatif
621,masukan noice tolong dong iklan mastering ulang dong audionya ngagetin saat pakai headhone headset standart mastering iklan standart rms audio noice supaya setara audionya aplikasi sebelah,netral,negatif,netral
622,cerita cerita nya bagus,netral,netral,netral
623,noice tolong diatur iklannya tidak memotong podcast tengah2 podcast saran saja ya terima kasih noice,netral,netral,netral
624,suka cerita takut thing,netral,netral,netral
625,berbayar tidak seru,netral,netral,netral
626,berat deh aplikasinya gambarnya jarang muncul tidak seperti ini deh buruk,negatif,netral,negatif
627,iklannya tidak beraturan ngeklik iklan memilih konten iklan saat putar iklan iklan kontennya tidak produktif tidak produktifitasnya,netral,netral,netral
628,podcast nya keren sekali ketagihan dengarkan,netral,netral,netral
629,bagus bagus sayang saja konten vip yang sudah membuka pakai koin tidak unduh dengarkan saat offline,netral,netral,netral
630,macet iklan tidak buka konten sampai berjam jam,netral,negatif,negatif
631,aplikasinya bagus suara ceritanya benar benar seru,netral,netral,netral
632,bikin versi android tv supaya dengarkan ngegame,netral,netral,netral
633,tidak iklan beli koin sudah aplikasi aplikasi,netral,netral,netral
634,kebanyakan iklan taiiiiiiiiiii aplikasi taikkkk iklan melulu,netral,netral,netral
635,sumpah kureng sekali suka lambat buffering mu sudah pakai wifi aplikasi lancar jaya noice saja,netral,netral,negatif
636,udahhh unduh tidak bisa putar payahhhhhh,netral,negatif,netral
637,bagus sekali tertawa suka majelis ulama indonesia bi,netral,netral,netral
638,dowload noice dengarkan podcast horor yang viral tt pass memakai memang bosan ya seru dengarkan belajar literaly ini aplikasi bagus sekali yang ingin dengarkan refrseshing lainya oh ya podcast lengkap horor sejarah komedi dan lain lain the terbaik lah pokok nya,netral,netral,netral
639,suka pocds geratis,netral,netral,netral
640,hapus audio sudah unduh bagaimana nya,netral,netral,netral
641,keren aplikasinya direkomendasikan malas membaca senang mendengarkan,netral,netral,netral
642,suka dengarkan radio daring noice pembaruan iklan putus bufering diulang disetiap ulang muncul iklan sambungan internet ku yang eror coba buka youtube lancar bufering disengaja dengar iklan bagaimana ya malas buka aplikasi,netral,negatif,negatif
643,bagus suka menonton horor cerita horor,netral,netral,netral
644,tampilannya bikin bingung aneh rumit,negatif,netral,netral
645,aplikasi nya enak aku dengar cerita horor olahraga wajib unduh,netral,netral,netral
646,sumpah keren seram sekali,netral,netral,netral
647,teman saat bosan pengantar tidur cocok sekali aplikasi tv,netral,netral,netral
648,burik sekali masuk saja susah suka sudah masuk kode otp tiba gbisa tidak mungkin sinyal sebenarnya,netral,netral,negatif
649,buntu diloading kadang2 muatan nya jaringan aman,netral,netral,negatif
650,noice podcast bagus dengarkan podcast,netral,netral,netral
651,tidak bosan dengarkan asyik seru terima kasih parah podcast suasana,netral,netral,netral
652,bagus sekali khusus pecinta horror wajib dengar terima kasih yang bikin nya seru sekali,netral,netral,netral
653,suka sekali taoi ke sini hadirnya coin konten premium nya lumayan mahal ya,netral,netral,netral
654,ingin mencoba ah tahu enak,netral,netral,netral
655,bagus sekali tidur dengarkan podcast seperti ceritain dongeng tidur tidak hihii,netral,netral,netral
656,suka aplikasi nya masuk nya kadang menunggu sekali sudah mengantuk ingin dengar podcast alhasil gajadi dengar,netral,netral,negatif
657,maaf kasih bintang 1 karena pembaruan dengarkan diluar aplikasi lancar2 saja pembaruan berenti saat dengar diluar aplikasi suka sekali aplikasi pembaruan,netral,negatif,netral
658,kadang noice berhenti kalau dengarkan poadcast tolong dibeneri ya,netral,negatif,negatif
659,aplikasinya bagus menghibur saran perbanyak podcast horor misteri didengarkan berlangganan premium,netral,netral,netral
660,semenjak musuh masyarakat tidak pembaruan aku hapus ini aplikasi,netral,netral,netral
661,konten audio saja suka buffering sebenarnya aku internet aku yang bermasalah terus coba youtube 1080p lancar jaya saja memang jelek aplikasi,netral,negatif,negatif
662,mantap aplikasi nya unduh deh tidak menyesal,netral,netral,netral
663,mati pause terus muatan aku aku seperti begitu ngalamin sudah reinstal saja tetap tolong diperbaiki ya admin terima kasih,netral,netral,negatif
664,tidak dibuka aplikasi nya,netral,netral,negatif
665,bolak bayar noice eror,netral,netral,negatif
666,suka sebenarnya desain interfacenya konten kontennya bagus bagus sekali podcast asyik tidak kehabisan bahan dengar enak saja begitu gabut gabut mengerjakan tugas dengarkan noice supaya tidak sepi cocok teman nyambi,positif,netral,netral
667,jujur suka parah aplikasi agak jengkel denngan dopup2 terbilang mahal banyaknya episode dengar tetap ikuti topup jengkel aplikasi freze iklan mengganggu ke sini ingin topup dengarkan podcast ingin uninstall aplikasi,netral,netral,negatif
668,trio kurnia kombek aku konbek tertawa,netral,netral,netral
669,suka dengarkan radio noice tidak pakai aplikasinya memori ponsel penuh suku bintang 5 websitenya yang pengguna friendly enak dipakai,positif,netral,netral
670,bagus sekali sayang buffering tidak buka yang lancar jaya,netral,netral,negatif
671,keunggulan noice itu pilih podcast saja episode saja baiknya kali ya kalau kelar episode set begitu kalau setel ulang tidak pindahnke episode,netral,positif,netral
672,aplikasi bermanfaat suka saja podcast seperti ini tidak ambil data,netral,netral,positif
673,mantap sebenarnya saran saja tmbhin sejarah nabi kerajaan dunia war dan lain lain,netral,netral,netral
674,tanya saja sebenarnya seperti spoon tidak yang seperti,netral,netral,netral
675,daftar terus kluar akun saat masuk laginya bagaimana masukkan nomor yang salah,netral,netral,netral
676,buka noice cerita horor misteri tertawa,netral,netral,netral
677,bagus sekali saya suka kalau dengar psang headsed terus seperti berasa dongengin begitu bagus,netral,netral,netral
678,enak sekali coook dengar skeri tings,netral,netral,netral
679,unduh giliran tidak unduh bufering semenjak vip bagus,netral,negatif,negatif
680,rekomendasi sekali aplikasi noice tidak debats,netral,netral,netral
681,bagus tidak apapun aplikasinya alhamdulillah podcast kisah inspiratif yang cocok sekali remaja usia 17 20 yang mencari jati luvv sekali pokonyaa,positif,positif,positif
682,bagus sekali cerita horror nya dengarkan sebenarnya,netral,netral,netral
683,membanyaki deh podcast cerita horornya,netral,netral,netral
684,aplikasi audio podcast yang suka karena didengarkan bagus ditambah audio book kembali cerita sejarah kerajaan datangnya belanda tertawa suka konten kreator podcast youtube hadir noice,netral,netral,netral
685,kurangi episod berbayar,netral,netral,netral
686,tidak otomatis daftar pakai akun google ponsel layar tombol selanjutnya nya kepotong tidak daftar deh uninstal deh,negatif,netral,netral
687,ya sekali ini kalau saat santai begitu tidak pekerjaan ngedengerin podcast suka lambemu kakak dono virza,netral,netral,netral
688,seru saja begitu cerita nya,netral,netral,netral
689,sudah pembaruan tetap saja saat klik sebenarnya lebih komentar appnya memaksa close crash hang perbaiki,netral,netral,negatif
690,ardan radio memuat saja perbaiki admin,netral,negatif,negatif
691,diperbaiki sistem fiture eror besar tidak jelas,netral,negatif,negatif
692,bagus sekali seru sekali tenang,netral,netral,netral
693,noicer membayar,netral,netral,netral
694,aplikasi nya bagus sekali wajib unduh sebenarnya dijamin tidak menyesal,netral,netral,positif
695,kekurangannya selanjutnya podcast tidak urut episode episode posisi selesai pencet atasnya tiru persis seperti spotify disana pilihan episode terbaru mudah jujur saja noice lengkap saja pelayanannya,netral,netral,netral
696,seru horor sekali,netral,netral,netral
697,iklanin supaya seperti spotify aplikasi belum terkenal aplikasi sebagus sayang sekali orang orang tidak mengenal benar-benar multi radio podcast audio dan lain lain yang tidak aplikasi2,netral,positif,positif
698,aplikasi bagus ku,netral,netral,positif
699,bagus sekali pop naik noice keren keren,netral,netral,positif
700,bagus dengar offline unduh ingin dengar nya ya podcast,netral,positif,netral
701,kok aku tidak masuk ya,netral,netral,netral
702,noice konten kreator bagus tidak unggah,netral,netral,netral
703,enak dengar seru merasakan horor nya,netral,positif,netral
704,terima kasih banyakk noice aplikasi mencermati isi podcasts aplikasi ini tertawa tertidur lelap dengar podcast nya hehhee,netral,netral,netral
705,kenapa pakai vpn tidak buka aplikasi nya tidak rumit pengaturan koneksi nya,netral,netral,netral
706,jaringan menonton radio ditambah admin,netral,netral,netral
707,bagus-bagus ceritanya pembawaan ceritanya agus sekali,netral,netral,netral
708,tidak tahu setelag pembaruan tidak buka noice suaranya seperti beda seperti seperti tidak jernih susah jelasinnya,netral,negatif,netral
709,pokoknya unduh aplikasi bahaya mangkaya kasih bintang berkata aplikasi berguna bermanfaat pelajar bohong orang gunakan aplikasi munafik,netral,netral,netral
710,bagus aplikasinya mendengar podcast horor,netral,netral,netral
711,bagaimana tidak bisa register tidak bisa masuk menu pilih rekomendasi tidak bisa,netral,negatif,netral
712,suka sekali dengar takut hal,netral,netral,netral
713,seru sekali menghibur galau,netral,netral,netral
714,suka dengarkan pengetahuan aplikasi keren,netral,netral,netral
715,aplikasi ini masuk tidak eror terus,netral,netral,negatif
716,aplikasinya bagus sekali cocok suka dengarkan podcast,netral,netral,netral
717,bagus bagus sekali sebenarnya ya,netral,netral,netral
718,isinya bagus kendala aplikasi,netral,netral,negatif
719,terima kasih tidak kesepian kerja dikebun,netral,netral,netral
720,podcastny suka tidak diplay sinyal bagus harus kelusr masuk aplikasi supaya menyebalkan admin,netral,negatif,negatif
721,bagus sekali aplikasinya didengerin tiduran dowload tinggal dowload saja ya dijamin tidak bikin kecewa,netral,netral,netral
722,aplikasi bagus yang cari cari,netral,netral,netral
723,tidak memutar video iklan bolak yang puter,netral,negatif,netral
724,aplikasi nya bagus sekali dengar cerita horor,netral,netral,netral
725,aplikasi bagus berguna yang suka dengar podcast horor,netral,netral,netral
726,noice the terbaik lah aku suka ini application,netral,netral,netral
727,ke sini noice podcastnya artis podcast2 seru sudah menghilang kembalikan opini malam interlude,netral,netral,netral
728,admin tolong invite sabrang mdp segment edukasi,netral,netral,netral
729,radionya tidak putar,netral,negatif,netral
730,nongkrong audio ter keren,netral,netral,netral
731,bagus sekali apknya dengarkan podcast nya suka,netral,netral,netral
732,sudah vip permanen sebulan,netral,netral,netral
733,aplikasi nya bagus sekali tetapi saat top naik banyak iklan tidak apa-apa sebenarnya perbaiki lagi,netral,netral,netral
734,gila rekomen sekali kamu internet bapuk teman,netral,netral,positif
735,terbaik mendengar podkes di saat gabut,netral,netral,netral
736,aku suka cerita2 podcast yang,netral,netral,netral
737,keren ih dengarkan podcast saja ini ya dengarkan yang horor begitu wussh mencekam sekali tidak sebenarnya terus ya tidak banyak yang suruh premium ya bouleh ya,netral,netral,netral
738,versi web tidak opsi pengecil audio nya ini web tidak niat orang yang ngelolanya ngantukan sudah pecatin saja karyawan tidak,netral,netral,netral
739,ganti perangkat ponsel saat unduh noice tidak masuk akun ya akun koinnya,netral,negatif,netral
740,noice berterima kasih habib saja jauh ini teman unduh beliau,netral,netral,netral
741,berkata apknya bagus eror pakai apknya bagus kok tidak kendala apapun noice ceritanya seru pokoknya bagus apknya,netral,netral,positif
742,noice aku nya iklan ngeklik eps 12 musmas iklan habis iklannya kelar putar eps 2 kocak iklannya 2x,netral,netral,netral
743,aplikasi bagus sekali dengarkan podcast seram lucu sedih,netral,netral,netral
744,enak sekali kalau tidur dengarkan kaum jomlo,netral,netral,netral
745,kontennya top sekali mantab aplikasi,netral,netral,netral
746,kebanyakan iklan woi dengarkan jadi tidak nyaman,netral,netral,netral
747,bagus sekali berimajinasi,netral,netral,netral
748,mantap kumpulan konten audio keren menemani perjalanan dan lain lain,netral,netral,netral
749,kalau buka appnya sudah pembaruan bugnya,netral,netral,negatif
750,unisntall berizik selesai noice,netral,netral,netral
751,pengalaman puas karena iklan tampilan nya jelek rumit tidak sederhana begitu sebenarnya yang tidak suka bagusnya isinya lumayan macemnya,negatif,netral,netral
752,iklannya tidak tanggung ramai tv langsung uninstall,netral,netral,netral
753,downgrade sekali pakai koin,netral,netral,netral
754,ritual tidur trio kurniaa kuurr kurrrr kurr kuurrrrr,netral,netral,netral
755,jernih tidak putis2 hiburan informasi nemenin macet mudik tidak putus tergantung providernya sebenarnya ya,netral,positif,positif
756,memaksa close konten yang unduh berputar tetap susah puter fungsinya unduh itu,netral,negatif,negatif
757,gila aplikasi isinya tracking tertawa,netral,netral,netral
758,unduh aplikasi karena takut hal tetapi entah noice lagi tidak buka padahal sudah pembaruan,netral,netral,netral
759,noicer pendengar musmas merajain top podcast 479jam mendengarkan lumayan beli konten vip tolonglah iklannya kebanyakan kalau dengar podcast monolog yang 2 3 admin terus iklan kesel tolong dikurangin iklannya satttt kakak satttt terima kasih,netral,netral,netral
760,suka parah tidak bosan dengarkan nya,netral,netral,netral
761,bagus sekali orang iklannya tidak lancar lancar saja dengernya betah bintang 1000 langsung kasih,netral,positif,netral
762,cerita menarik dengar,netral,netral,netral
763,kalau lihat komentar tidak penuh saat pencet lebih memaksa close appnya sudah pembaruan,negatif,netral,negatif
764,noice bagus tidak seperti the terbaik deh pokok nya,netral,netral,netral
765,kasih bintang saja deh nya aplikasi itu offline tidak pakai sinyal data supaya hemat saja begitu tolong ya jadikan offline ini aplikasi,netral,netral,netral
766,alternatif teman perjalanan didengerin kendaraan kendaraan pribadi tidur,netral,netral,netral
767,everyday dengarkan everyday pakai coin,netral,netral,netral
768,iklannyaaaaaaaa ya allah 4x dengarkan iklan 4x ganti topik iklan,netral,netral,netral
769,cocok dongeng saat tidur,netral,netral,netral
770,sudah top naik koinya tidak masuk,netral,negatif,netral
771,sinyal lancar gambar tidak lemod,netral,netral,negatif
772,suka cerita ceritanya teman tidur,netral,netral,netral
773,terima kasih sempat gratis vip sedang di jalan uninstall,netral,netral,netral
774,janjinya 100 koin buka membuka otomatis podcast takut thing nya saat episode barunya nongol tetap bayar 75 aplikasi penipu,netral,netral,netral
775,halo noice beli koin bri saldo terpotong koinya masuk,netral,negatif,netral
776,penempatan iklan mengganggu pilih ganti episode iklan penempatan iklan putar buka aplikasi iklan kali ganti episode,netral,netral,netral
777,aplikasinya keren podcast horor nya dapat sekali keren sekali sebenarnya,netral,netral,netral
778,tanx menemani luang kerja,netral,netral,netral
779,tiba-tiba lompat selanjutnya episode selesai kalau puter konten tidak tetapi mundur sekali kadang log out mohon perbaikannya,netral,negatif,negatif
780,suka sekali aplikasi nya senang dengarkan podcasts horor senang dengarkan audio series senang tahu aplikasi tertawa sukses,netral,netral,netral
781,top naik koin 100 koin 22 000rp tidak masuk masuk refresh berulang kali koinnya tidak masuk,netral,negatif,netral
782,aplikasinya memaksa close tiba-tiba ganti episode sekali iklannya kalau seperti ini lebih baik pindah lucuflix deh,netral,negatif,negatif
783,rocemendid instal,netral,netral,netral
784,keren hanya musik,netral,netral,netral
785,kebanyakan iklan 5 detik masih lebih baik iklan 20an ditambah teks asyik dengar baca,netral,netral,netral
786,iklanya menggangu sekali tolong ya dikurangin lagi aplikasinya bagus sekali,netral,netral,netral
787,terima kasih aplikasi thank kamu,netral,netral,netral
788,aplikasi bodoh username saja susah ampun,negatif,negatif,netral
789,unduh noice dengarkan takut hal,netral,netral,netral
790,setuju sekali ketuhan mendengar detektif astral keren,netral,netral,netral
791,aplikasi nya jelek aneh gakbisa dibuka terus tidak ada jaringan sudah dimasukin voucher mengira habis kuota saat dibuka masihttp susah masuk tidak ada jaringan tidak ada kuota tolong perbaikan,netral,netral,negatif
792,noice ponsel memaksa close ya dengarkan podcast terbaik alam semesta musuh masyarakat enak dengarkan memaksa close mengulang tolong solusinya paduka noice,netral,netral,negatif
793,unduh dengarkan podcast tretan muslim coki habib saja jauh,netral,netral,netral
794,heran pemikiran team team aplikasi tidak ngotak iklan putar nya episode nya vip koin terbilang mahal kecewa sekali yang pengguna friendly seperti ini ini aplikasi dengeri podcast spotify tidak bikin jengkel l dinoice,negatif,netral,netral
795,jadi jauh aku suka sama noice aku tidak tahu ya dengarkan podcast noice aku buka aplikasi itu tiba-tiba podcast yang aku dengarkan berhenti aku harus buka noice aku tidak tahu ponsel aku saja bagaimana padahal aplikasi nya sudah aku perbarui tetap saja,netral,negatif,netral
796,sekarang noice kebanyakan iklannya anjing tidak seperti noice yang dahulu,netral,netral,netral
797,benaran ya ya unduh aplikasi sumpah gila bagus sekali rasany ugh bagus deh wajib unduh wajib tidak unduh menyesal berhari 5,netral,netral,netral
798,donlod noice trio kurnia terima kasih,netral,netral,netral
799,aplikasi noice bikin kecewa masak ya sudah hps kali kebanykan loding padahal sudah unistal kali setlah donlowd nya terus beberpa jam buka harus loding sekali sialan jringan nya tajam sudah menunggu 15 mnit loding hadeh tolong pebarui kalau seperti ini mles masak ya unistal,netral,netral,negatif
800,kalau dengarkan podcasts top naik ya perasaan saat awal-awal booming tidak suruh top naik gratis sudah begitu iklan nya,netral,netral,netral
801,unduh ayo mudah tidur kalau dengarkan cerita horor nya aplikasi nya tidak mati ini kalau ponsel nya tidak buka posisi nyaman nya,netral,netral,netral
802,tolong noice aplikasi turunin keek apai begitu chromebook aku versi murah ya jadi saat tadi mengerjakan tugas kantor terus ingin dengarkan noice aku unduh device tidak mendukung mengsedihhhh,netral,netral,netral
803,noise terbaik pilihan lagu sekarang sound nya jernih tidak mengecewakan pelanggan,netral,positif,netral
804,fitur dengarkan menjengkelkan,netral,negatif,netral
805,kisah yang nemenin hari2,netral,netral,netral
806,sepertinya dahulu tidak ada deh iklan iklan seperti seperti ini ganggu sekali ingin dengarkan podcast terlanjur kedenger iklan jadi sudah malas saja buka lagi kalau iklannya sebentar tidak sekali,netral,netral,netral
807,asikk sekali dengarkan cerita nya,netral,netral,netral
808,aplikasinya bagus cerita seram indonesia,netral,netral,netral
809,ya kalau aplikasi saat seru-seru dengarkan podcastnya suka mati,netral,negatif,netral
810,aplikasinya bagus bermanfaat,netral,netral,netral
811,mengira kemarin gara pembaruan aplikasi nya tetap podcast sudah unduh saat dengar aplikasi berhenti saat putar mengulang tidak tahu podcast nya berhenti dimenit mlahan parah sudah unduh tidak putar kalau putar pakai data,netral,negatif,netral
812,cerita nya bagus dan seru sekali cerita horor nya bagus,netral,netral,netral
813,huh iklan konten yang berbayar,netral,netral,netral
814,bagus sekali dengar cerita hororr,netral,netral,netral
815,iklan mengganggu,netral,netral,netral
816,permisi tidak kalau iklannya dihilangkan ganggu sekali tahu tidak ò ó 彡,netral,netral,netral
817,coki tretan pecah,netral,netral,netral
818,sudah unisntall noice episode musuh masyarakat reuploder berkali kali,netral,netral,netral
819,deh bagus tetapi kok suka eror suka memuat sebenarnya padahal jaringan lancar saja buka yt tiktok aman saja kesalahan teknis,netral,netral,negatif
820,kalau terus bintang,netral,netral,netral
821,diinstall tidak dibuka,netral,netral,negatif
822,sepertinya sudah tidak relevan deh kaum mendang lebih baik aku konten aku suka berbayar terima kasih setahunnya ytb deh,netral,netral,netral
823,bagus suka dengarkan cerita cocok sekali sebenarnya rekomended tidak menyesal aku unduh,netral,netral,netral
824,the terbaik ini aplikasi gabut tinggal dengarkan noice serasa dongengin tertawa,netral,netral,netral
825,noice iklan ya ganti episode iklan tidak mendukung tidak dengarkan eps 7 iklan eh habis yang putar eps 10 pencet eps 7 iklan eps 10 tolong perbaiki eror bikin seperti tidak,netral,negatif,netral
826,cari cari channel radio cek dengarkan iklan 2x buset deh kacau,netral,netral,netral
827,deh malas kalau pakai bayar2an,netral,netral,netral
828,kasih 3 ya,netral,netral,netral
829,seru sekali terima kasih ya aplikasi karena peneman keren,netral,netral,netral
830,aplikasi bguss sieee terus layanan nya ramah setuju sekian pacar jaemin bayy,netral,netral,netral
831,iklannya 6 kali 1 episode,netral,netral,netral
832,ya bagus buet noicebook nya,netral,netral,netral
833,aku unduh karena dengar cokii ateis admin,netral,netral,netral
834,pembaruan iklan nya alih sekali parah,netral,netral,netral
835,bagus menyenangkan,netral,netral,netral
836,ngespam yt aku aplikasi kon memang,netral,netral,netral
837,noice cocok dengarkan cerita saja horor kehidupan dan lain lain saran vip tidak gratis bedanya sebenarnya vip tidak vip,netral,netral,netral
838,bagus saat top naik iklannya sekali tolong diperbaiki ya,netral,netral,netral
839,aplikasi nya sudah bagus tetapi ya dengarkan aplikasi nya itu suka berhenti ulang dari lagi tidak seperti ini tolong diperbaiki aplikasi nya,netral,negatif,netral
840,tolong perbaiki pembaruan aplikasinya kali dengarkan podcast tiba-tiba berhenti berhenti bugs yang,netral,negatif,negatif
841,kerren cu asyik ajak nongkrong,netral,netral,netral
842,iklan tidak fitur lewati iklan seperti youtube,netral,netral,netral
843,ke sini konten nya kebanyakan berbayar tidak manfaatkan fitur iklan sebenarnya cari duitnya seperti youtube sudah pakai paket data harus bayar konten,netral,netral,netral
844,ya saat dengarkan mati sleep kali nya mati,netral,negatif,negatif
845,luarbiasa bagus pengisi yang inspiratif pendengan deddyisuu,netral,netral,netral
846,aneh saja aplikasi anehnya sudah wakilkeun komentar,netral,netral,netral
847,suka sekali dengar radio surabaya jakarta makassar kabel² semoga sukses dengar kisah horror penuh,netral,netral,netral
848,apknya setuju yang tidak asyik aplikasi deh ulas aplikasi nya 1 pengunggah cerita aplikasi kadang yang tidak setatus kelanjutan ceritanya deh kalau pitur yang pakai memperjelas kelanjutan ceritanya kalau tidak pengunggah cerita desak aplikasi nya perjelas kelanjutan ceritanya kalau begitu apapun yang nanggung aplikasi bikin dosa yang baca ingin toksik,netral,netral,netral
849,pembaruan daring demgerin radio suka mati nyala tidak,netral,negatif,negatif
850,gila sebenarnya seru abiesss,netral,netral,netral
851,tolong pembaruan saat masuk aplikasi nya logo noice nya sekali sampai kadang gajadi dengarkan koneksi stabil,netral,netral,negatif
852,aplikasinya bagus saat unduh podcastnya suka sekali aplikasinya tertutup saat buka unduh,netral,netral,negatif
853,komplit senang sekali gunakan aplikasi dengarkan cerita horor komedi banyak terima kasih developer sudah bikin aplikasi terima kasih,positif,netral,netral
854,bagus konten akses gratis tidak ada iklan kebanyakan konten vip iklan sekali kecewa sebenarnya noice,netral,netral,netral
855,bagus pakai aplikasi 2019 sekarang,netral,netral,netral
856,teman aku sudah dengarkan iklan itu tidak bisa lewati masak konten yang digembok sebenarnya seperti ini ini kalau sudah keisi artis tv kapitalis,netral,netral,netral
857,tidak masuk noicemaker studio buntu memuat screen,netral,netral,negatif
858,asyik dengarkan nya tahu,netral,netral,netral
859,aplikasi noice saat sekali nemenin santai aku kontennya asyik asyik mantap deh pokoknya,netral,netral,netral
860,aplikasi sekarang pindah podcast iklan terus 2 iklan lagi sekarang parah sekali seperti kamu iklan banyak-banyak,netral,netral,netral
861,sudah top naik tetapi coinnya masuk,netral,netral,netral
862,kalau mengasih iklan ya ganti episode 5 kali episode seperti ya ampun,netral,netral,netral
863,beli koin eror aplikasi sudah diupdate ini ya,netral,negatif,netral
864,coin nya tolong jangan mahal2,netral,netral,netral
865,tidak videonya woiii panteq,netral,negatif,netral
866,malas deskripsi kepanjangan ini aplikasi jelek,netral,netral,netral
867,terbaik aplikasi ini the dunia,netral,netral,netral
868,kadang memuat nya jaringan wifi bagus,netral,netral,negatif
869,disuruh dengar iklan saja ya iklan 17 detik lancar jaya giliran masuk podcast 2 detik langsung memuat sinyal kencang,netral,negatif,negatif
870,iklanya parah youtube,netral,netral,netral
871,tidak bagus nge eror aplikasi nya,netral,netral,negatif
872,episode unduh tidak bisa mainkan perlu iklan yang bikin tidak putar hasil unduh nya,netral,negatif,netral
873,iklannya tidak ngotak podcast 2 iklan diputar iklan menit menit dimasukkan podcast,netral,netral,netral
874,bagues sekali paling suka dengarkan cerita horor,netral,netral,netral
875,aplikasi yang bermanfaat bertambah ilmu,netral,netral,netral
876,aplikasinya keren sng sekali nongkrong saat jumattan terus dengarkan takut hal podcast tertawa pokoknya keren sekali deh,netral,netral,netral
877,bagus sekali ini aplikasi nyantai,netral,netral,netral
878,mengklik episode yang dengar iklan iklan diarahkan episode yang klik,netral,negatif,netral
879,noice sistemnya bagaimana ya aku ngeplay musmas episode 1 yang keplay episode salalu begitu diepisode manapun tolong ya sudah mengomongnya tolong diperbaiki ya,netral,negatif,netral
880,iklan 2x beruntun 34 detik total tidak sebegitunya,netral,netral,netral
881,top markotop serasa zaman mana ponsel radio,netral,netral,netral
882,konyol ini perbarui sruh masuk ulang sudah begitu putar daftar nya hilang,netral,netral,netral
883,mantap sebenarnya nemanin perjalanan tertawa seru saja begitu dengarkan cerita jalan jalan,netral,netral,netral
884,noice gudang ilmu yang pembaruan,netral,netral,netral
885,tolong iklan tengah² durasi,netral,netral,netral
886,ntapp kali bahh dengar sembari tidur josss,netral,netral,netral
887,keseluruhan sudah bagus sekali sebenarnya hanya seperti dengarkan podcast berhenti lanjutin jarang sekali menit berhenti dengarkan mengulang begitu,netral,negatif,negatif
888,ini kalau bosan rekomen sekali pokoknya podcastnya beragam bagus-bagus,netral,netral,netral
889,eror nya ganggu sekali saat dengar iklan terus iklannya ulang2 asam,netral,netral,negatif
890,musuh masyarakat sungguh mengedukasiiii posternya flyermua keren2 ilustrasinya akui platform podcast nomor ya noice hanya segmentes orang indonesia ya sayang sekali bagus kalau exspansi pasar internasional podcaster,netral,netral,netral
891,aplikasinya jelek 1 10 masuk susah sekali,netral,netral,negatif
892,sumpah enak sekali dengar pagi minum kopi ngerokok,netral,netral,netral
893,tolong tambahkan shelter fm cirebon pilaradio cirebon kiss fm medan mfm malang mgt radio bandung hits unikom radio bandung,netral,netral,netral
894,lumayan terhibur aplikasi,netral,netral,netral
895,mantap saat sekali aku kerja lapangan supaya tidak bosan saat lagi dijalan,netral,netral,netral
896,aplikasi mantap nya lengkap,netral,netral,netral
897,uninstall aplikasi parah habis iklan putar jalan tidak suara kendala penggunan android smartcar,netral,negatif,netral
898,sampah iklan melebihi youtube,netral,netral,netral
899,bagus sekali tidak ada keluhan deh,netral,netral,netral
900,mengecewakan eror habis unduh ngebug gara gara iklan komtolll sudah dengarkan episode 6 unduh an episode 7 eh episode 6 seperti komtollll hapus data suruh unduh ulang eror episode 6 menunggu iklan tidak jalan-jalan iklannya kapitalis komtolll,netral,netral,negatif
901,gila sudah iklan kepanjangan unskipable pencet judul iklan 15 detik konten vip jadwal unggah tidak konsisten ubah sistem putar judul ads menit ads pilih judul saja tidak bisa tenang iklan terus,netral,netral,netral
902,suka dengarkan cerita horor unduh,netral,netral,netral
903,pembaruan ngebug komentar noice langsung tidak muncul,netral,netral,negatif
904,noice rusak ini masak aku buntu halaman masuk saja jangan masuk audio yang ingin aku dengar berandanya saja tidak,netral,netral,negatif
905,parah sebenarnya berhenti tengah2,netral,negatif,negatif
906,tidak baca taiping,netral,netral,netral
907,membantu sekali lagi sendiri seperti teman seruuu sekali keren,netral,netral,netral
908,mantap sekali tidak obat,netral,netral,netral
909,aku unduh noice dari ini aplikasi serba gratis sampai yang jumawa dikit2 uang dikit2 uang ya butuh cuan membagikan kreator memang top naik begitu pasang iklan dptin coin tidak pasti top uang yang top naik sebenarnya dibanding gratisan begitu saja tidak terpikirkan,netral,netral,netral
910,sebenarnya kasih iklan seperti ini putar menengok eps terbaru saja sudah iklanin tidak lewati,netral,netral,netral
911,sudah top naik koinnya tidak bertambah ya dengarkan episode terbarunya,netral,netral,netral
912,nyaman sesuai iklannya,negatif,netral,netral
