,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize
513,"Fitur live nge bug, mohon di perbaiki",netral,negatif,negatif,"fitur live nge bug, mohon di perbaiki",fitur live nge bug  mohon di perbaiki,fitur live nge bug  mohon di perbaiki,fitur live nge bug mohon perbaiki,fitur langsung nge eror mohon perbaiki
514,Tlg diperbaiki sering tbtb mati waktu masih dengerin podcast,netral,netral,negatif,tlg diperbaiki sering tbtb mati waktu masih dengerin podcast,tlg diperbaiki sering tbtb mati waktu masih dengerin podcast,tlg diperbaiki sering tbtb mati waktu masih dengerin podcast,tlg diperbaiki tbtb mati dengerin podcast,tlg diperbaiki tiba mati dengarkan podcast
515,"Punya cerita sendiri sat mendengar kan ya., saran jga kalau buat koin kurangi item mahalnya ya 😊😁",netral,netral,netral,"punya cerita sendiri sat mendengar kan ya., saran jga kalau buat koin kurangi item mahalnya ya 😊😁",punya cerita sendiri sat mendengar kan ya   saran jga kalau buat koin kurangi item mahalnya ya   ,punya cerita sendiri sat mendengar kan ya   saran jga kalau buat koin kurangi item mahalnya ya,cerita sat mendengar ya saran jga koin kurangi item mahalnya ya,cerita sat mendengar ya saran juga koin kurangi hitam mahalnya ya
516,Sorry ni mungkin bisa di fix ga di notifikasi nya padahal udah keluar dari appnya tapi notifnya masih ada,negatif,netral,netral,sorry ni mungkin bisa di fix ga di notifikasi nya padahal udah keluar dari appnya tapi notifnya masih ada,sorry ni mungkin bisa di fix ga di notifikasi nya padahal udah keluar dari appnya tapi notifnya masih ada,sorry ni mungkin bisa di fix ga di notifikasi nya padahal udah keluar dari appnya tapi notifnya masih ada,sorry ni fix ga notifikasi nya udah appnya notifnya,maaf ini pasti tidak notifikasi nya sudah appnya notifnya
517,"Iklannya tolong laah jangan nyebelin, mau ganti episode aja langsung iklan, udh gtu episode nya udh pernah diplay jdi langsung keganti iklan lagi.. mohon diperbaiki segera, ini menyebalkan",netral,netral,netral,"iklannya tolong laah jangan nyebelin, mau ganti episode aja langsung iklan, udh gtu episode nya udh pernah diplay jdi langsung keganti iklan lagi.. mohon diperbaiki segera, ini menyebalkan",iklannya tolong laah jangan nyebelin  mau ganti episode aja langsung iklan  udh gtu episode nya udh pernah diplay jdi langsung keganti iklan lagi   mohon diperbaiki segera  ini menyebalkan,iklannya tolong laah jangan nyebelin  mau ganti episode aja langsung iklan  udh gtu episode nya udh pernah diplay jdi langsung keganti iklan lagi   mohon diperbaiki segera  ini menyebalkan,iklannya tolong laah nyebelin ganti episode aja langsung iklan udh gtu episode nya udh diplay jdi langsung keganti iklan mohon diperbaiki menyebalkan,iklannya tolong laah menyebalkan ganti episode saja langsung iklan sudah begitu episode nya sudah diplay jadi langsung keganti iklan mohon diperbaiki menyebalkan
518,Min kenapa ya kok tiba² stop gitu apa koneksinya lag berpengaruh ?,netral,netral,negatif,min kenapa ya kok tiba² stop gitu apa koneksinya lag berpengaruh ?,min kenapa ya kok tiba² stop gitu apa koneksinya lag berpengaruh  ,min kenapa ya kok tiba² stop gitu apa koneksinya lag berpengaruh,min ya tiba² stop gitu koneksinya lag berpengaruh,admin ya tiba² berhenti begitu koneksinya lag berpengaruh
519,"Update fitur sinkron dengan android tv dong, Kayak si Ijo",netral,netral,netral,"update fitur sinkron dengan android tv dong, kayak si ijo",update fitur sinkron dengan android tv dong  kayak si ijo,update fitur sinkron dengan android tv dong  kayak si ijo,update fitur sinkron android tv kayak si ijo,pembaruan fitur sinkron android tv seperti sebenarnya ijo
520,Download ini cuma buat dengerin podcastnya scary things,netral,netral,netral,download ini cuma buat dengerin podcastnya scary things,download ini cuma buat dengerin podcastnya scary things,download ini cuma buat dengerin podcastnya scary things,download dengerin podcastnya scary things,unduh dengarkan podcastnya takut hal
521,Sering mati sendiri trus kalo di ulang lgi pasti mulai dri awal lagi knpa ya. Sejak update,netral,negatif,negatif,sering mati sendiri trus kalo di ulang lgi pasti mulai dri awal lagi knpa ya. sejak update,sering mati sendiri trus kalo di ulang lgi pasti mulai dri awal lagi knpa ya  sejak update,sering mati sendiri trus kalo di ulang lgi pasti mulai dri awal lagi knpa ya  sejak update,mati trus kalo ulang lgi dri knpa ya update,mati terus kalau ulang lagi dari kenapa ya pembaruan
522,mantap saya suka aplikasi ini,netral,netral,netral,mantap saya suka aplikasi ini,mantap saya suka aplikasi ini,mantap saya suka aplikasi ini,mantap suka aplikasi,mantap suka aplikasi
523,"Banyak bag seperti pemutaran yang berhenti,loding yang terulang padahal sinyal bagus.",netral,netral,negatif,"banyak bag seperti pemutaran yang berhenti,loding yang terulang padahal sinyal bagus.",banyak bag seperti pemutaran yang berhenti loding yang terulang padahal sinyal bagus ,banyak bag seperti pemutaran yang berhenti loding yang terulang padahal sinyal bagus,bag pemutaran berhenti loding terulang sinyal bagus,bag pemutaran berhenti loding terulang sinyal bagus
524,"1. Gamasalah iklannya 30dtk - 1mnt, tapi tolong itu volumenya dikecilin 2. Kirain gw doang tp ternyata bnyk jg yg mersakan hal yg sama. Podcast tiba² buffering sendiri gajelas, tiba² kepotong lanjut episode yg lain, gabisa diplay, padahal koneksi aman² aja... jadi ga nyaman banget dengerinya",netral,negatif,netral,"1. gamasalah iklannya 30dtk - 1mnt, tapi tolong itu volumenya dikecilin 2. kirain gw doang tp ternyata bnyk jg yg mersakan hal yg sama. podcast tiba² buffering sendiri gajelas, tiba² kepotong lanjut episode yg lain, gabisa diplay, padahal koneksi aman² aja... jadi ga nyaman banget dengerinya",1  gamasalah iklannya 30dtk   1mnt  tapi tolong itu volumenya dikecilin 2  kirain gw doang tp ternyata bnyk jg yg mersakan hal yg sama  podcast tiba² buffering sendiri gajelas  tiba² kepotong lanjut episode yg lain  gabisa diplay  padahal koneksi aman² aja    jadi ga nyaman banget dengerinya,1  gamasalah iklannya 30dtk   1mnt  tapi tolong itu volumenya dikecilin 2  kirain gw doang tp ternyata bnyk jg yg mersakan hal yg sama  podcast tiba² buffering sendiri gajelas  tiba² kepotong lanjut episode yg lain  gabisa diplay  padahal koneksi aman² aja    jadi ga nyaman banget dengerinya,1 gamasalah iklannya 30dtk 1mnt tolong volumenya dikecilin 2 kirain gw doang tp bnyk jg yg mersakan yg podcast tiba² buffering gajelas tiba² kepotong episode yg gabisa diplay koneksi aman² aja ga nyaman banget dengerinya,1 gamasalah iklannya 30dtk 1mnt tolong volumenya dikecilin 2 mengira aku saja tetapi banyak juga yang mersakan yang podcast tiba² buffering tidak jelas tiba² kepotong episode yang tidak bisa diplay koneksi aman² saja tidak nyaman sekali dengerinya
525,download noice cuma mau dengerin podcast sus rini hahaha,netral,netral,netral,download noice cuma mau dengerin podcast sus rini hahaha,download noice cuma mau dengerin podcast sus rini hahaha,download noice cuma mau dengerin podcast sus rini hahaha,download noice dengerin podcast sus rini hahaha,unduh noice dengarkan podcast sus rini tertawa
526,Ga bisa aku kode otp nyaaa,netral,netral,netral,ga bisa aku kode otp nyaaa,ga bisa aku kode otp nyaaa,ga bisa aku kode otp nyaaa,ga kode otp nyaaa,tidak kode otp nya
527,"Nah gitu dong, udah beli VIP masak terbatas dengerin nya. Gausah aneh aneh sat.!",netral,netral,netral,"nah gitu dong, udah beli vip masak terbatas dengerin nya. gausah aneh aneh sat.!",nah gitu dong  udah beli vip masak terbatas dengerin nya  gausah aneh aneh sat  ,nah gitu dong  udah beli vip masak terbatas dengerin nya  gausah aneh aneh sat,gitu udah beli vip masak terbatas dengerin nya gausah aneh aneh sat,begitu sudah beli vip masak terbatas dengarkan nya tidak perlu aneh aneh sat
528,Setelah update jadi sering berhrnti sendiri,netral,netral,negatif,setelah update jadi sering berhrnti sendiri,setelah update jadi sering berhrnti sendiri,setelah update jadi sering berhrnti sendiri,update berhrnti,pembaruan berhrnti
529,"Makin kesini makin aneh, audio tiba-tiba lag, tiba-tiba stop, tiba-tiba skip konten padahal satu konten belum sampai habis, banyak update gak makin bagus malah makin banyak iklan aja haduuuh-haduuuuh kocak",netral,negatif,negatif,"makin kesini makin aneh, audio tiba-tiba lag, tiba-tiba stop, tiba-tiba skip konten padahal satu konten belum sampai habis, banyak update gak makin bagus malah makin banyak iklan aja haduuuh-haduuuuh kocak",makin kesini makin aneh  audio tiba tiba lag  tiba tiba stop  tiba tiba skip konten padahal satu konten belum sampai habis  banyak update gak makin bagus malah makin banyak iklan aja haduuuh haduuuuh kocak,makin kesini makin aneh  audio tiba tiba lag  tiba tiba stop  tiba tiba skip konten padahal satu konten belum sampai habis  banyak update gak makin bagus malah makin banyak iklan aja haduuuh haduuuuh kocak,kesini aneh audio lag stop skip konten konten habis update gak bagus iklan aja haduuuh haduuuuh kocak,ke sini aneh audio lag berhenti lewati konten konten habis pembaruan tidak bagus iklan saja aduh haduuuuh kocak
530,"Fitur buat matikan push notifications ga guna. Udah update terus keversi yg paling baru berharap diperbaiki, masih sama aja. Spam push notifikasi sangat menggangu.",negatif,netral,netral,"fitur buat matikan push notifications ga guna. udah update terus keversi yg paling baru berharap diperbaiki, masih sama aja. spam push notifikasi sangat menggangu.",fitur buat matikan push notifications ga guna  udah update terus keversi yg paling baru berharap diperbaiki  masih sama aja  spam push notifikasi sangat menggangu ,fitur buat matikan push notifications ga guna  udah update terus keversi yg paling baru berharap diperbaiki  masih sama aja  spam push notifikasi sangat menggangu,fitur matikan push notifications ga udah update keversi yg berharap diperbaiki aja spam push notifikasi menggangu,fitur matikan push notifications tidak sudah pembaruan keversi yang berharap diperbaiki saja spam push notifikasi menggangu
531,"Pas di YouTube promosinya gembar-gembor, nyatanya aplikasi banyak minus😔 suka berhenti sendiri pas lagi dengerin audio",netral,negatif,negatif,"pas di youtube promosinya gembar-gembor, nyatanya aplikasi banyak minus😔 suka berhenti sendiri pas lagi dengerin audio",pas di youtube promosinya gembar gembor  nyatanya aplikasi banyak minus  suka berhenti sendiri pas lagi dengerin audio,pas di youtube promosinya gembar gembor  nyatanya aplikasi banyak minus  suka berhenti sendiri pas lagi dengerin audio,pas youtube promosinya gembar gembor aplikasi minus suka berhenti pas dengerin audio,saat youtube promosinya gembar gembor aplikasi minus suka berhenti saat dengarkan audio
532,Gak tau kenapa aplikasi saya suka mati sendiri ditengah jalan. Apakah ada yg punya pengalaman yg sama?,netral,netral,negatif,gak tau kenapa aplikasi saya suka mati sendiri ditengah jalan. apakah ada yg punya pengalaman yg sama?,gak tau kenapa aplikasi saya suka mati sendiri ditengah jalan  apakah ada yg punya pengalaman yg sama ,gak tau kenapa aplikasi saya suka mati sendiri ditengah jalan  apakah ada yg punya pengalaman yg sama,gak tau aplikasi suka mati ditengah jalan yg pengalaman yg,tidak tahu aplikasi suka mati ditengah jalan yang pengalaman yang
533,Suara iklannya kecilin bangsaaaaat.... gede banget suaranyaaa,netral,netral,netral,suara iklannya kecilin bangsaaaaat.... gede banget suaranyaaa,suara iklannya kecilin bangsaaaaat     gede banget suaranyaaa,suara iklannya kecilin bangsaaaaat     gede banget suaranyaaa,suara iklannya kecilin bangsaaaaat gede banget suaranyaaa,suara iklannya kecilin bangsaaaaat besar sekali suaranyaaa
534,Noice terbalikk gue suka ga bnget keren apk itunya,netral,netral,netral,noice terbalikk gue suka ga bnget keren apk itunya,noice terbalikk gue suka ga bnget keren apk itunya,noice terbalikk gue suka ga bnget keren apk itunya,noice terbalikk gue suka ga bnget keren apk itunya,noice terbalikk aku suka tidak sekali keren aplikasi itunya
535,sering terjadi bug ketika sedang memutar iklan,netral,netral,negatif,sering terjadi bug ketika sedang memutar iklan,sering terjadi bug ketika sedang memutar iklan,sering terjadi bug ketika sedang memutar iklan,bug memutar iklan,eror memutar iklan
536,"Kurangi bintang, karena terlalu lama loading interfacenya..",netral,netral,negatif,"kurangi bintang, karena terlalu lama loading interfacenya..",kurangi bintang  karena terlalu lama loading interfacenya  ,kurangi bintang  karena terlalu lama loading interfacenya,kurangi bintang loading interfacenya,kurangi bintang memuat interfacenya
537,"seru, tapi tolong iklannya suaranya dikecilkan. Masa saat fokus mendengarkan podcast dengan suara yg tergolong kecil tiba tiba muncul iklan dengan suara sangat besar",netral,netral,netral,"seru, tapi tolong iklannya suaranya dikecilkan. masa saat fokus mendengarkan podcast dengan suara yg tergolong kecil tiba tiba muncul iklan dengan suara sangat besar",seru  tapi tolong iklannya suaranya dikecilkan  masa saat fokus mendengarkan podcast dengan suara yg tergolong kecil tiba tiba muncul iklan dengan suara sangat besar,seru  tapi tolong iklannya suaranya dikecilkan  masa saat fokus mendengarkan podcast dengan suara yg tergolong kecil tiba tiba muncul iklan dengan suara sangat besar,seru tolong iklannya suaranya dikecilkan fokus mendengarkan podcast suara yg tergolong muncul iklan suara,seru tolong iklannya suaranya dikecilkan fokus mendengarkan podcast suara yang tergolong muncul iklan suara
538,Lama-lama gk jelas ni aplikasi,netral,netral,netral,lama-lama gk jelas ni aplikasi,lama lama gk jelas ni aplikasi,lama lama gk jelas ni aplikasi,gk ni aplikasi,tidak ini aplikasi
539,bagus tapi suka berhenti sendiri,netral,netral,negatif,bagus tapi suka berhenti sendiri,bagus tapi suka berhenti sendiri,bagus tapi suka berhenti sendiri,bagus suka berhenti,bagus suka berhenti
540,Skarang mau dengar 1 vid harus bayar ..hadeh ..coba aja ada paket perbulan gitu biar bisa dengar yg lain..,netral,netral,netral,skarang mau dengar 1 vid harus bayar ..hadeh ..coba aja ada paket perbulan gitu biar bisa dengar yg lain..,skarang mau dengar 1 vid harus bayar   hadeh   coba aja ada paket perbulan gitu biar bisa dengar yg lain  ,skarang mau dengar 1 vid harus bayar   hadeh   coba aja ada paket perbulan gitu biar bisa dengar yg lain,skarang dengar 1 vid bayar hadeh coba aja paket perbulan gitu biar dengar yg,sekarang dengar 1 vid bayar hadeh coba saja paket perbulan begitu supaya dengar yang
541,Aku pengen kasih bintang sepuluh tapi cuma bisa lima aku suka podcast di culik ke alam lain aku suka banget nonton itu malam malam aku harus dengerin terus podcast nya,netral,netral,netral,aku pengen kasih bintang sepuluh tapi cuma bisa lima aku suka podcast di culik ke alam lain aku suka banget nonton itu malam malam aku harus dengerin terus podcast nya,aku pengen kasih bintang sepuluh tapi cuma bisa lima aku suka podcast di culik ke alam lain aku suka banget nonton itu malam malam aku harus dengerin terus podcast nya,aku pengen kasih bintang sepuluh tapi cuma bisa lima aku suka podcast di culik ke alam lain aku suka banget nonton itu malam malam aku harus dengerin terus podcast nya,pengen kasih bintang sepuluh suka podcast culik alam suka banget nonton malam malam dengerin podcast nya,ingin kasih bintang sepuluh suka podcast culik alam suka sekali menonton malam malam dengarkan podcast nya
542,"Kesini mau cari referensi Podcast, Buset isi nya kebanyak IKLAN, mending spotify G ada iklan nya.",netral,netral,netral,"kesini mau cari referensi podcast, buset isi nya kebanyak iklan, mending spotify g ada iklan nya.",kesini mau cari referensi podcast  buset isi nya kebanyak iklan  mending spotify g ada iklan nya ,kesini mau cari referensi podcast  buset isi nya kebanyak iklan  mending spotify g ada iklan nya,kesini cari referensi podcast buset isi nya kebanyak iklan mending spotify g iklan nya,ke sini cari referensi podcast buset isi nya kebanyakan iklan lebih baik spotify tidak iklan nya
543,Jelek .. sering lag .. padahal jaringan bagus ...,netral,netral,negatif,jelek .. sering lag .. padahal jaringan bagus ...,jelek    sering lag    padahal jaringan bagus    ,jelek    sering lag    padahal jaringan bagus,jelek lag jaringan bagus,jelek lag jaringan bagus
544,"baru sehari pake dan mutusin buat uninstall aja, kdg nge lag pdhl jaringan bagus aja, terus iklannya terus2an muncul",netral,netral,negatif,"baru sehari pake dan mutusin buat uninstall aja, kdg nge lag pdhl jaringan bagus aja, terus iklannya terus2an muncul",baru sehari pake dan mutusin buat uninstall aja  kdg nge lag pdhl jaringan bagus aja  terus iklannya terus2an muncul,baru sehari pake dan mutusin buat uninstall aja  kdg nge lag pdhl jaringan bagus aja  terus iklannya terus2an muncul,sehari pake mutusin uninstall aja kdg nge lag pdhl jaringan bagus aja iklannya terus2an muncul,setiap hari pakai memutuskan uninstall saja kdg nge lag padahal jaringan bagus saja iklannya terus2an muncul
545,"tolong Volume iklannya di kecilin, kaget gw tiba iklan ""Kamu lahh satu2nyaaaa..."" Cempreeeeeengggg",netral,netral,netral,"tolong volume iklannya di kecilin, kaget gw tiba iklan ""kamu lahh satu2nyaaaa..."" cempreeeeeengggg",tolong volume iklannya di kecilin  kaget gw tiba iklan  kamu lahh satu2nyaaaa     cempreeeeeengggg,tolong volume iklannya di kecilin  kaget gw tiba iklan  kamu lahh satu2nyaaaa     cempreeeeeengggg,tolong volume iklannya kecilin kaget gw iklan lahh satu2nyaaaa cempreeeeeengggg,tolong volume iklannya kecilin kaget aku iklan lah satu2nyaaaa cempreeeeeengggg
546,Suara iklan telkomselnya kenceng banget,netral,netral,netral,suara iklan telkomselnya kenceng banget,suara iklan telkomselnya kenceng banget,suara iklan telkomselnya kenceng banget,suara iklan telkomselnya kenceng banget,suara iklan telkomselnya kencang sekali
547,Too much paywall contents now. A big disappointed as an old listener of this podcast.,netral,netral,netral,too much paywall contents now. a big disappointed as an old listener of this podcast.,too much paywall contents now  a big disappointed as an old listener of this podcast ,too much paywall contents now  a big disappointed as an old listener of this podcast,too much paywall contents now a big disappointed as an old listener of this podcast,juga sangat paywall contents sekarang a big disappointed sebagai an tua listener dari ini podcast
548,"Sering mati sendiri, jadi berhenti dulu lah dengerin noice sampai dibenerin appsnya",netral,netral,negatif,"sering mati sendiri, jadi berhenti dulu lah dengerin noice sampai dibenerin appsnya",sering mati sendiri  jadi berhenti dulu lah dengerin noice sampai dibenerin appsnya,sering mati sendiri  jadi berhenti dulu lah dengerin noice sampai dibenerin appsnya,mati berhenti dengerin noice dibenerin appsnya,mati berhenti dengarkan noice dibenerin appsnya
549,kasih fitur SORT di podcast yg udah di download dong plisss,netral,netral,netral,kasih fitur sort di podcast yg udah di download dong plisss,kasih fitur sort di podcast yg udah di download dong plisss,kasih fitur sort di podcast yg udah di download dong plisss,kasih fitur sort podcast yg udah download plisss,kasih fitur sort podcast yang sudah unduh plisss
550,Apk ngebug lagi dengerin tiba tiba mati sendiri,netral,netral,negatif,apk ngebug lagi dengerin tiba tiba mati sendiri,apk ngebug lagi dengerin tiba tiba mati sendiri,apk ngebug lagi dengerin tiba tiba mati sendiri,apk ngebug dengerin mati,aplikasi ngebug dengarkan mati
551,"Sekarang udah bisa dengerin Noice di versi web lewat PC atau Laptop, terima kasih atas kerja keras nya Noice =D Jadi sekarang bisa dengerin Noice tanpa khawatir HP lowbat saat Kerja ^_^ Semoga sistem log in dan download di versi web jadi lebih mudah kedepannya.",netral,netral,netral,"sekarang udah bisa dengerin noice di versi web lewat pc atau laptop, terima kasih atas kerja keras nya noice =d jadi sekarang bisa dengerin noice tanpa khawatir hp lowbat saat kerja ^_^ semoga sistem log in dan download di versi web jadi lebih mudah kedepannya.",sekarang udah bisa dengerin noice di versi web lewat pc atau laptop  terima kasih atas kerja keras nya noice  d jadi sekarang bisa dengerin noice tanpa khawatir hp lowbat saat kerja  _  semoga sistem log in dan download di versi web jadi lebih mudah kedepannya ,sekarang udah bisa dengerin noice di versi web lewat pc atau laptop  terima kasih atas kerja keras nya noice  d jadi sekarang bisa dengerin noice tanpa khawatir hp lowbat saat kerja  _  semoga sistem log in dan download di versi web jadi lebih mudah kedepannya,udah dengerin noice versi web pc laptop terima kasih kerja keras nya noice d dengerin noice khawatir hp lowbat kerja _ semoga sistem log in download versi web mudah kedepannya,sudah dengarkan noice versi web komputer laptop terima kasih kerja keras nya noice di dengarkan noice khawatir ponsel lowbat kerja _ semoga sistem log ini unduh versi web mudah ke depannya
552,Ini gimana ya? Udah mau sebulan aplikasi gak bisa di buka?,netral,netral,negatif,ini gimana ya? udah mau sebulan aplikasi gak bisa di buka?,ini gimana ya  udah mau sebulan aplikasi gak bisa di buka ,ini gimana ya  udah mau sebulan aplikasi gak bisa di buka,gimana ya udah sebulan aplikasi gak buka,bagaimana ya sudah sebulan aplikasi tidak buka
553,Min setelah update mlh tiba tiba berhenti pas diplay ngulang dari awal tolong cepat diperbaiki ganggu banget,netral,netral,negatif,min setelah update mlh tiba tiba berhenti pas diplay ngulang dari awal tolong cepat diperbaiki ganggu banget,min setelah update mlh tiba tiba berhenti pas diplay ngulang dari awal tolong cepat diperbaiki ganggu banget,min setelah update mlh tiba tiba berhenti pas diplay ngulang dari awal tolong cepat diperbaiki ganggu banget,min update mlh berhenti pas diplay ngulang tolong cepat diperbaiki ganggu banget,admin pembaruan malah berhenti saat diplay mengulang tolong cepat diperbaiki ganggu sekali
554,"kok suka tiba-tiba mati sendiri ya? lg asik denger podcast, mati.. dan sering bgt gtu belakangan ini",netral,netral,negatif,"kok suka tiba-tiba mati sendiri ya? lg asik denger podcast, mati.. dan sering bgt gtu belakangan ini",kok suka tiba tiba mati sendiri ya  lg asik denger podcast  mati   dan sering bgt gtu belakangan ini,kok suka tiba tiba mati sendiri ya  lg asik denger podcast  mati   dan sering bgt gtu belakangan ini,suka mati ya lg asik denger podcast mati bgt gtu,suka mati ya lagi asyik dengar podcast mati sekali begitu
555,Suara iklan gak sinkron dengan suara podcast nya. Suara iklan lebih keras. Jadi kaget dan repot naik turunin volume,netral,netral,netral,suara iklan gak sinkron dengan suara podcast nya. suara iklan lebih keras. jadi kaget dan repot naik turunin volume,suara iklan gak sinkron dengan suara podcast nya  suara iklan lebih keras  jadi kaget dan repot naik turunin volume,suara iklan gak sinkron dengan suara podcast nya  suara iklan lebih keras  jadi kaget dan repot naik turunin volume,suara iklan gak sinkron suara podcast nya suara iklan keras kaget repot turunin volume,suara iklan tidak sinkron suara podcast nya suara iklan keras kaget repot turunin volume
556,Ini gimana si kak.. setelah apdet kalo layar terkunci kok mati ya noice.. gak kayak dulu.. mohon segera diperbaiki,netral,negatif,netral,ini gimana si kak.. setelah apdet kalo layar terkunci kok mati ya noice.. gak kayak dulu.. mohon segera diperbaiki,ini gimana si kak   setelah apdet kalo layar terkunci kok mati ya noice   gak kayak dulu   mohon segera diperbaiki,ini gimana si kak   setelah apdet kalo layar terkunci kok mati ya noice   gak kayak dulu   mohon segera diperbaiki,gimana si kak apdet kalo layar terkunci mati ya noice gak kayak mohon diperbaiki,bagaimana sebenarnya kakak apdet kalau layar terkunci mati ya noice tidak seperti mohon diperbaiki
557,Apalah aplikasi ini malah bikin keder...!! Tiap habis download pasti dihapus gegara mau buka channel yg di inginkan ngga bisa2!?? 😤 Mendingan lihat noice di yutup aja daahh!!! 😤😤😤,netral,negatif,netral,apalah aplikasi ini malah bikin keder...!! tiap habis download pasti dihapus gegara mau buka channel yg di inginkan ngga bisa2!?? 😤 mendingan lihat noice di yutup aja daahh!!! 😤😤😤,apalah aplikasi ini malah bikin keder      tiap habis download pasti dihapus gegara mau buka channel yg di inginkan ngga bisa2      mendingan lihat noice di yutup aja daahh       ,apalah aplikasi ini malah bikin keder      tiap habis download pasti dihapus gegara mau buka channel yg di inginkan ngga bisa2      mendingan lihat noice di yutup aja daahh,apalah aplikasi bikin keder habis download dihapus gegara buka channel yg ngga bisa2 mendingan lihat noice yutup aja daahh,apalah aplikasi bikin keder habis unduh dihapus gegara buka channel yang tidak bisa2 mendingan lihat noice yutup saja daahh
558,Kirain ada vidionya juga ternyata cuma suara,netral,netral,netral,kirain ada vidionya juga ternyata cuma suara,kirain ada vidionya juga ternyata cuma suara,kirain ada vidionya juga ternyata cuma suara,kirain vidionya suara,mengira vidionya suara
559,Min kok gwa gk bisa download pake data,netral,negatif,netral,min kok gwa gk bisa download pake data,min kok gwa gk bisa download pake data,min kok gwa gk bisa download pake data,min gwa gk download pake data,admin gwa tidak unduh pakai data
560,noice aplikasi podscast terbaik apalagi ada debat ABDUR & MAMAT makin tambah seru💣💣💣,netral,netral,netral,noice aplikasi podscast terbaik apalagi ada debat abdur & mamat makin tambah seru💣💣💣,noice aplikasi podscast terbaik apalagi ada debat abdur   mamat makin tambah seru   ,noice aplikasi podscast terbaik apalagi ada debat abdur   mamat makin tambah seru,noice aplikasi podscast terbaik debat abdur mamat seru,noice aplikasi podscast terbaik debat abdur mamat seru
561,"Bagus, sudah download dari musuh masyarakat season 1 sampe sekarang",netral,netral,netral,"bagus, sudah download dari musuh masyarakat season 1 sampe sekarang",bagus  sudah download dari musuh masyarakat season 1 sampe sekarang,bagus  sudah download dari musuh masyarakat season 1 sampe sekarang,bagus download musuh masyarakat season 1 sampe,bagus unduh musuh masyarakat season 1 sampai
562,"Sebenernya apk nya bagus, cuma pas lagi asik dengerin malah Stop gara gara jaringan lag. Padahal apk lain gaada yang lag, Tolong dong di cek koneksi nya. Bikin jengkel aja",netral,netral,negatif,"sebenernya apk nya bagus, cuma pas lagi asik dengerin malah stop gara gara jaringan lag. padahal apk lain gaada yang lag, tolong dong di cek koneksi nya. bikin jengkel aja",sebenernya apk nya bagus  cuma pas lagi asik dengerin malah stop gara gara jaringan lag  padahal apk lain gaada yang lag  tolong dong di cek koneksi nya  bikin jengkel aja,sebenernya apk nya bagus  cuma pas lagi asik dengerin malah stop gara gara jaringan lag  padahal apk lain gaada yang lag  tolong dong di cek koneksi nya  bikin jengkel aja,sebenernya apk nya bagus pas asik dengerin stop gara gara jaringan lag apk gaada lag tolong cek koneksi nya bikin jengkel aja,sebenarnya aplikasi nya bagus saat asyik dengarkan berhenti gara gara jaringan lag aplikasi tidak ada lag tolong cek koneksi nya bikin jengkel saja
563,Kan bener mulai berbayar. Heeiii saya download noice krn musmas dan sekarang malah vip. Uninstall noice dan otw reuploader yutup dan saya tidak peduli.,netral,netral,netral,kan bener mulai berbayar. heeiii saya download noice krn musmas dan sekarang malah vip. uninstall noice dan otw reuploader yutup dan saya tidak peduli.,kan bener mulai berbayar  heeiii saya download noice krn musmas dan sekarang malah vip  uninstall noice dan otw reuploader yutup dan saya tidak peduli ,kan bener mulai berbayar  heeiii saya download noice krn musmas dan sekarang malah vip  uninstall noice dan otw reuploader yutup dan saya tidak peduli,bener berbayar heeiii download noice krn musmas vip uninstall noice otw reuploader yutup tidak peduli,benar berbayar heeiii unduh noice karena musmas vip uninstall noice sedang di jalan reuploader yutup tidak peduli
564,"Kenapa force close terus pas dibuka, sudah update ke versi terbaru padahal",netral,netral,negatif,"kenapa force close terus pas dibuka, sudah update ke versi terbaru padahal",kenapa force close terus pas dibuka  sudah update ke versi terbaru padahal,kenapa force close terus pas dibuka  sudah update ke versi terbaru padahal,force close pas dibuka update versi terbaru,memaksa close saat dibuka pembaruan versi terbaru
565,Beli konten VIP tapi kontennya dihapus 🤣 makin lawak nih noice,netral,netral,netral,beli konten vip tapi kontennya dihapus 🤣 makin lawak nih noice,beli konten vip tapi kontennya dihapus   makin lawak nih noice,beli konten vip tapi kontennya dihapus   makin lawak nih noice,beli konten vip kontennya dihapus lawak nih noice,beli konten vip kontennya dihapus lawak ini noice
