,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize,tokenize
693,bagus banget seru banget hari.lebih tenang,0,0,0,bagus banget seru banget hari.lebih tenang,bagus banget seru banget harilebih tenang,bagus banget seru banget harilebih tenang,bagus banget seru banget harilebih tenang,bagus banget seru banget harilebih tenang,"['bagus', 'banget', 'seru', 'banget', 'harilebih', 'tenang']"
694,Saya noicer dan selalu membayar,0,0,0,saya noicer dan selalu membayar,saya noicer dan selalu membayar,saya noicer dan selalu membayar,noicer membayar,noicer membayar,"['noicer', 'membayar']"
695,Apk nya baguss banget wajib download sih dijamin gak nyesel,0,0,1,apk nya baguss banget wajib download sih dijamin gak nyesel,apk nya baguss banget wajib download sih dijamin gak nyesel,apk nya baguss banget wajib download sih dijamin gak nyesel,apk nya baguss banget wajib download sih dijamin gak nyesel,aplikasi nya bagus banget wajib download sih dijamin enggak menyesal,"['aplikasi', 'nya', 'bagus', 'banget', 'wajib', 'download', 'sih', 'dijamin', 'enggak', 'menyesal']"
696,"kekurangannya adalah kalau untuk next podcast maka gak urut dari episode pertama ke selanjutnya. karena episode pertama ada di posisi bawah maka saat selesai maka kita harus keluar dan pencet di atasnya. tiru persis kaya di Spotify lah, disana ada pilihan dari episode lama ke yang terbaru begitu pula sebaliknya dengan mudah. jujur aja noice masih belum lengkap aja dalam pelayanannya.",0,0,0,"kekurangannya adalah kalau untuk next podcast maka gak urut dari episode pertama ke selanjutnya. karena episode pertama ada di posisi bawah maka saat selesai maka kita harus keluar dan pencet di atasnya. tiru persis kaya di spotify lah, disana ada pilihan dari episode lama ke yang terbaru begitu pula sebaliknya dengan mudah. jujur aja noice masih belum lengkap aja dalam pelayanannya.",kekurangannya adalah kalau untuk next podcast maka gak urut dari episode pertama ke selanjutnya karena episode pertama ada di posisi bawah maka saat selesai maka kita harus keluar dan pencet di atasnya tiru persis kaya di spotify lah disana ada pilihan dari episode lama ke yang terbaru begitu pula sebaliknya dengan mudah jujur aja noice masih belum lengkap aja dalam pelayanannya,kekurangannya adalah kalau untuk next podcast maka gak urut dari episode pertama ke selanjutnya karena episode pertama ada di posisi bawah maka saat selesai maka kita harus keluar dan pencet di atasnya tiru persis kaya di spotify lah disana ada pilihan dari episode lama ke yang terbaru begitu pula sebaliknya dengan mudah jujur aja noice masih belum lengkap aja dalam pelayanannya,kekurangannya next podcast gak urut episode episode posisi selesai pencet atasnya tiru persis kaya spotify disana pilihan episode terbaru mudah jujur aja noice lengkap aja pelayanannya,kekurangannya next podcast enggak urut episode episode posisi selesai pencet atasnya tiru persis kaya spotify disana pilihan episode terbaru mudah jujur saja noice lengkap saja pelayanannya,"['kekurangannya', 'next', 'podcast', 'enggak', 'urut', 'episode', 'episode', 'posisi', 'selesai', 'pencet', 'atasnya', 'tiru', 'persis', 'kaya', 'spotify', 'disana', 'pilihan', 'episode', 'terbaru', 'mudah', 'jujur', 'saja', 'noice', 'lengkap', 'saja', 'pelayanannya']"
697,karena sangat seru dan horor banget,0,0,0,karena sangat seru dan horor banget,karena sangat seru dan horor banget,karena sangat seru dan horor banget,seru horor banget,seru horor banget,"['seru', 'horor', 'banget']"
698,Iklanin dong. Biar kayak spotify. Aplikasi ini blm terkenal. Aplikasi sebagus ini syg banget kalau orang-orang tidak mengenal. Ini bener2 multi sekali. Ada radio. Podcast. Audio. Dll. Yg gk ada di aplikasi2 lain,0,1,1,iklanin dong. biar kayak spotify. aplikasi ini blm terkenal. aplikasi sebagus ini syg banget kalau orang-orang tidak mengenal. ini bener2 multi sekali. ada radio. podcast. audio. dll. yg gk ada di aplikasi2 lain,iklanin dong biar kayak spotify aplikasi ini blm terkenal aplikasi sebagus ini syg banget kalau orangorang tidak mengenal ini bener2 multi sekali ada radio podcast audio dll yg gk ada di aplikasi2 lain,iklanin dong biar kayak spotify aplikasi ini blm terkenal aplikasi sebagus ini syg banget kalau orangorang tidak mengenal ini bener2 multi sekali ada radio podcast audio dll yg gk ada di aplikasi2 lain,iklanin biar kayak spotify aplikasi blm terkenal aplikasi sebagus syg banget orangorang tidak mengenal bener2 multi radio podcast audio dll yg gk aplikasi2,iklanin biar kayak spotify aplikasi belum terkenal aplikasi sebagus sayang banget orangorang tidak mengenal benar-benar multi radio podcast audio dll yang enggak aplikasi2,"['iklanin', 'biar', 'kayak', 'spotify', 'aplikasi', 'belum', 'terkenal', 'aplikasi', 'sebagus', 'sayang', 'banget', 'orangorang', 'tidak', 'mengenal', 'benar-benar', 'multi', 'radio', 'podcast', 'audio', 'dll', 'yang', 'enggak', 'aplikasi2']"
699,ini apk yang sangat bagus buat ku,0,0,1,ini apk yang sangat bagus buat ku,ini apk yang sangat bagus buat ku,ini apk yang sangat bagus buat ku,apk bagus ku,aplikasi bagus ku,"['aplikasi', 'bagus', 'ku']"
700,Bagus bgt bisa pop up yang di noice juga pada keren keren,0,0,1,bagus bgt bisa pop up yang di noice juga pada keren keren,bagus bgt bisa pop up yang di noice juga pada keren keren,bagus bgt bisa pop up yang di noice juga pada keren keren,bagus bgt pop up noice keren keren,bagus banget pop up noice keren keren,"['bagus', 'banget', 'pop', 'up', 'noice', 'keren', 'keren']"
701,bagus bisa dengar offline tapi harus download dulu yang pengen di denger nya Iyah podcast,0,1,0,bagus bisa dengar offline tapi harus download dulu yang pengen di denger nya iyah podcast,bagus bisa dengar offline tapi harus download dulu yang pengen di denger nya iyah podcast,bagus bisa dengar offline tapi harus download dulu yang pengen di denger nya iyah podcast,bagus dengar offline download pengen denger nya iyah podcast,bagus dengar offline download pengin dengar nya iya podcast,"['bagus', 'dengar', 'offline', 'download', 'pengin', 'dengar', 'nya', 'iya', 'podcast']"
702,Ko gue gak bisa login ya,0,0,0,ko gue gak bisa login ya,ko gue gak bisa login ya,ko gue gak bisa login ya,ko gue gak login ya,kok gue enggak login ya,"['kok', 'gue', 'enggak', 'login', 'ya']"
703,"Dulu awal awal noice banyak konten kreator bagus, sekarang sudah banyak yang ga upload",0,0,0,"dulu awal awal noice banyak konten kreator bagus, sekarang sudah banyak yang ga upload",dulu awal awal noice banyak konten kreator bagus sekarang sudah banyak yang ga upload,dulu awal awal noice banyak konten kreator bagus sekarang sudah banyak yang ga upload,noice konten kreator bagus ga upload,noice konten kreator bagus enggak upload,"['noice', 'konten', 'kreator', 'bagus', 'enggak', 'upload']"
704,Enak di dengar dan seru kerasa horor nya,0,1,0,enak di dengar dan seru kerasa horor nya,enak di dengar dan seru kerasa horor nya,enak di dengar dan seru kerasa horor nya,enak dengar seru kerasa horor nya,enak dengar seru kerasa horor nya,"['enak', 'dengar', 'seru', 'kerasa', 'horor', 'nya']"
705,"TERIMAKASIH BANYAKK NOICE!! Dengan Aplikasi ini saya bisa mencermati apa isi podcasts di apk iniii hehehhe, hingga sampai tertidur lelap saya dengar podcast nya hehhee.",0,0,0,"terimakasih banyakk noice!! dengan aplikasi ini saya bisa mencermati apa isi podcasts di apk iniii hehehhe, hingga sampai tertidur lelap saya dengar podcast nya hehhee.",terimakasih banyakk noice dengan aplikasi ini saya bisa mencermati apa isi podcasts di apk iniii hehehhe hingga sampai tertidur lelap saya dengar podcast nya hehhee,terimakasih banyakk noice dengan aplikasi ini saya bisa mencermati apa isi podcasts di apk iniii hehehhe hingga sampai tertidur lelap saya dengar podcast nya hehhee,terimakasih banyakk noice aplikasi mencermati isi podcasts apk iniii hehehhe tertidur lelap dengar podcast nya hehhee,terimakasih banyakk noice aplikasi mencermati isi podcasts aplikasi ini hehehhe tertidur lelap dengar podcast nya hehhee,"['terimakasih', 'banyakk', 'noice', 'aplikasi', 'mencermati', 'isi', 'podcasts', 'aplikasi', 'ini', 'hehehhe', 'tertidur', 'lelap', 'dengar', 'podcast', 'nya', 'hehhee']"
706,Knp pake VPN ga bisa buka app nya? Ga usah terlalu ribet lah pengaturan koneksi nya,0,0,0,knp pake vpn ga bisa buka app nya? ga usah terlalu ribet lah pengaturan koneksi nya,knp pake vpn ga bisa buka app nya ga usah terlalu ribet lah pengaturan koneksi nya,knp pake vpn ga bisa buka app nya ga usah terlalu ribet lah pengaturan koneksi nya,knp pake vpn ga buka app nya ga ribet pengaturan koneksi nya,kenapa pakai vpn enggak buka app nya enggak ribet pengaturan koneksi nya,"['kenapa', 'pakai', 'vpn', 'enggak', 'buka', 'app', 'nya', 'enggak', 'ribet', 'pengaturan', 'koneksi', 'nya']"
707,Jaringan Streaming radio ditambah dong min,0,0,0,jaringan streaming radio ditambah dong min,jaringan streaming radio ditambah dong min,jaringan streaming radio ditambah dong min,jaringan streaming radio ditambah min,jaringan streaming radio ditambah min,"['jaringan', 'streaming', 'radio', 'ditambah', 'min']"
708,bagus2 ceritanya dan pembawaan ceritanya agus banget,0,0,0,bagus2 ceritanya dan pembawaan ceritanya agus banget,bagus2 ceritanya dan pembawaan ceritanya agus banget,bagus2 ceritanya dan pembawaan ceritanya agus banget,bagus2 ceritanya pembawaan ceritanya agus banget,bagus-bagus ceritanya pembawaan ceritanya agus banget,"['bagus-bagus', 'ceritanya', 'pembawaan', 'ceritanya', 'agus', 'banget']"
709,"Gak tau kenapa, setelag update, beberapa hari aku gak buka noice suaranya kayak beda, jadi kayak lebih kecil dan kek gak jernih, susah jelasinnya",0,-1,0,"gak tau kenapa, setelag update, beberapa hari aku gak buka noice suaranya kayak beda, jadi kayak lebih kecil dan kek gak jernih, susah jelasinnya",gak tau kenapa setelag update beberapa hari aku gak buka noice suaranya kayak beda jadi kayak lebih kecil dan kek gak jernih susah jelasinnya,gak tau kenapa setelag update beberapa hari aku gak buka noice suaranya kayak beda jadi kayak lebih kecil dan kek gak jernih susah jelasinnya,gak tau setelag update gak buka noice suaranya kayak beda kayak kek gak jernih susah jelasinnya,enggak tau setelag update enggak buka noice suaranya kayak beda kayak kayak enggak jernih susah jelasinnya,"['enggak', 'tau', 'setelag', 'update', 'enggak', 'buka', 'noice', 'suaranya', 'kayak', 'beda', 'kayak', 'kayak', 'enggak', 'jernih', 'susah', 'jelasinnya']"
710,Pokoknya jangan ada yang download apk ini bahaya mangkaya aku kasih satu bintang dan ada yang bilang apk ini berguna dan bermanfaat untuk pelajar itu bohong semua dan sekali lagi orang gunain apk ini munafik....🖕🖕🖕,0,0,0,pokoknya jangan ada yang download apk ini bahaya mangkaya aku kasih satu bintang dan ada yang bilang apk ini berguna dan bermanfaat untuk pelajar itu bohong semua dan sekali lagi orang gunain apk ini munafik....🖕🖕🖕,pokoknya jangan ada yang download apk ini bahaya mangkaya aku kasih satu bintang dan ada yang bilang apk ini berguna dan bermanfaat untuk pelajar itu bohong semua dan sekali lagi orang gunain apk ini munafik,pokoknya jangan ada yang download apk ini bahaya mangkaya aku kasih satu bintang dan ada yang bilang apk ini berguna dan bermanfaat untuk pelajar itu bohong semua dan sekali lagi orang gunain apk ini munafik,pokoknya download apk bahaya mangkaya kasih bintang bilang apk berguna bermanfaat pelajar bohong orang gunain apk munafik,pokoknya download aplikasi bahaya mangkaya kasih bintang bilang aplikasi berguna bermanfaat pelajar bohong orang gunain aplikasi munafik,"['pokoknya', 'download', 'aplikasi', 'bahaya', 'mangkaya', 'kasih', 'bintang', 'bilang', 'aplikasi', 'berguna', 'bermanfaat', 'pelajar', 'bohong', 'orang', 'gunain', 'aplikasi', 'munafik']"
711,bagus aplikasinya bisa mendengar podcast horor,0,0,0,bagus aplikasinya bisa mendengar podcast horor,bagus aplikasinya bisa mendengar podcast horor,bagus aplikasinya bisa mendengar podcast horor,bagus aplikasinya mendengar podcast horor,bagus aplikasinya mendengar podcast horor,"['bagus', 'aplikasinya', 'mendengar', 'podcast', 'horor']"
712,"Ini gimana ini. Gabisa register, gabisa masuk menu, pilih rekomendasi pun gabisa",0,-1,0,"ini gimana ini. gabisa register, gabisa masuk menu, pilih rekomendasi pun gabisa",ini gimana ini gabisa register gabisa masuk menu pilih rekomendasi pun gabisa,ini gimana ini gabisa register gabisa masuk menu pilih rekomendasi pun gabisa,gimana gabisa register gabisa masuk menu pilih rekomendasi gabisa,bagaimana enggak bisa register enggak bisa masuk menu pilih rekomendasi enggak bisa,"['bagaimana', 'enggak', 'bisa', 'register', 'enggak', 'bisa', 'masuk', 'menu', 'pilih', 'rekomendasi', 'enggak', 'bisa']"
713,suka banget denger scary things di sini,0,0,0,suka banget denger scary things di sini,suka banget denger scary things di sini,suka banget denger scary things di sini,suka banget denger scary things,suka banget dengar scary things,"['suka', 'banget', 'dengar', 'scary', 'things']"
714,"Seru banget, menghibur saat lagi galau",0,0,0,"seru banget, menghibur saat lagi galau",seru banget menghibur saat lagi galau,seru banget menghibur saat lagi galau,seru banget menghibur galau,seru banget menghibur galau,"['seru', 'banget', 'menghibur', 'galau']"
715,Suka dengerin pengetahuan baru dari aplikasi ini keren,0,0,0,suka dengerin pengetahuan baru dari aplikasi ini keren,suka dengerin pengetahuan baru dari aplikasi ini keren,suka dengerin pengetahuan baru dari aplikasi ini keren,suka dengerin pengetahuan aplikasi keren,suka dengarkan pengetahuan aplikasi keren,"['suka', 'dengarkan', 'pengetahuan', 'aplikasi', 'keren']"
716,Apk apaan nih mau login gk bisa eror mulu,0,0,-1,apk apaan nih mau login gk bisa eror mulu,apk apaan nih mau login gk bisa eror mulu,apk apaan nih mau login gk bisa eror mulu,apk nih login gk eror mulu,aplikasi nih login enggak eror mulu,"['aplikasi', 'nih', 'login', 'enggak', 'eror', 'mulu']"
717,aplikasinya bagus bangettt cocok buat yang suka dengerin podcast,0,0,0,aplikasinya bagus bangettt cocok buat yang suka dengerin podcast,aplikasinya bagus bangettt cocok buat yang suka dengerin podcast,aplikasinya bagus bangettt cocok buat yang suka dengerin podcast,aplikasinya bagus bangettt cocok suka dengerin podcast,aplikasinya bagus banget cocok suka dengarkan podcast,"['aplikasinya', 'bagus', 'banget', 'cocok', 'suka', 'dengarkan', 'podcast']"
718,NICE BAGUS BANGET SIH YA👍👍👍,0,0,0,nice bagus banget sih ya👍👍👍,nice bagus banget sih ya,nice bagus banget sih ya,nice bagus banget sih ya,nice bagus banget sih ya,"['nice', 'bagus', 'banget', 'sih', 'ya']"
719,Isinya bagus cuma sering terjadi kendala di aplikasi,0,0,-1,isinya bagus cuma sering terjadi kendala di aplikasi,isinya bagus cuma sering terjadi kendala di aplikasi,isinya bagus cuma sering terjadi kendala di aplikasi,isinya bagus kendala aplikasi,isinya bagus kendala aplikasi,"['isinya', 'bagus', 'kendala', 'aplikasi']"
720,"Terimakasih, jadi ndak kesepian waktu kerja dikebun sendirian",0,0,0,"terimakasih, jadi ndak kesepian waktu kerja dikebun sendirian",terimakasih jadi ndak kesepian waktu kerja dikebun sendirian,terimakasih jadi ndak kesepian waktu kerja dikebun sendirian,terimakasih ndak kesepian kerja dikebun,terimakasih tidak kesepian kerja dikebun,"['terimakasih', 'tidak', 'kesepian', 'kerja', 'dikebun']"
721,"Podcastny suka gak bisa diplay padahal sinyal bagus, jadi kudu kelusr masuk aplikasi dulu biar bisa. Nyebelin min",0,-1,-1,"podcastny suka gak bisa diplay padahal sinyal bagus, jadi kudu kelusr masuk aplikasi dulu biar bisa. nyebelin min",podcastny suka gak bisa diplay padahal sinyal bagus jadi kudu kelusr masuk aplikasi dulu biar bisa nyebelin min,podcastny suka gak bisa diplay padahal sinyal bagus jadi kudu kelusr masuk aplikasi dulu biar bisa nyebelin min,podcastny suka gak diplay sinyal bagus kudu kelusr masuk aplikasi biar nyebelin min,podcastny suka enggak diplay sinyal bagus kudu kelusr masuk aplikasi biar menyebalkan min,"['podcastny', 'suka', 'enggak', 'diplay', 'sinyal', 'bagus', 'kudu', 'kelusr', 'masuk', 'aplikasi', 'biar', 'menyebalkan', 'min']"
722,Bagus banget aplikasinya bisa didengerin sambil tiduran yang mau dowload tinggal dowload aja yaa dijamin bakal gak bikin kecewa,0,0,0,bagus banget aplikasinya bisa didengerin sambil tiduran yang mau dowload tinggal dowload aja yaa dijamin bakal gak bikin kecewa,bagus banget aplikasinya bisa didengerin sambil tiduran yang mau dowload tinggal dowload aja yaa dijamin bakal gak bikin kecewa,bagus banget aplikasinya bisa didengerin sambil tiduran yang mau dowload tinggal dowload aja yaa dijamin bakal gak bikin kecewa,bagus banget aplikasinya didengerin tiduran dowload tinggal dowload aja yaa dijamin gak bikin kecewa,bagus banget aplikasinya didengerin tiduran dowload tinggal dowload saja ya dijamin enggak bikin kecewa,"['bagus', 'banget', 'aplikasinya', 'didengerin', 'tiduran', 'dowload', 'tinggal', 'dowload', 'saja', 'ya', 'dijamin', 'enggak', 'bikin', 'kecewa']"
723,"apk bagus, ini yg saya cari cari",0,0,0,"apk bagus, ini yg saya cari cari",apk bagus ini yg saya cari cari,apk bagus ini yg saya cari cari,apk bagus yg cari cari,aplikasi bagus yang cari cari,"['aplikasi', 'bagus', 'yang', 'cari', 'cari']"
724,Sering tidak bisa memutar video.. hanya iklan saja bolak balik yg ke puter,0,-1,0,sering tidak bisa memutar video.. hanya iklan saja bolak balik yg ke puter,sering tidak bisa memutar video hanya iklan saja bolak balik yg ke puter,sering tidak bisa memutar video hanya iklan saja bolak balik yg ke puter,tidak memutar video iklan bolak yg puter,tidak memutar video iklan bolak yang puter,"['tidak', 'memutar', 'video', 'iklan', 'bolak', 'yang', 'puter']"
725,apk. nya bagus banget apalagi kalau dengar cerita horor,0,0,0,apk. nya bagus banget apalagi kalau dengar cerita horor,apk nya bagus banget apalagi kalau dengar cerita horor,apk nya bagus banget apalagi kalau dengar cerita horor,apk nya bagus banget dengar cerita horor,aplikasi nya bagus banget dengar cerita horor,"['aplikasi', 'nya', 'bagus', 'banget', 'dengar', 'cerita', 'horor']"
726,Aplikasi ini sangat bagus berguna untuk saya yg suka denger podcast horor,0,0,0,aplikasi ini sangat bagus berguna untuk saya yg suka denger podcast horor,aplikasi ini sangat bagus berguna untuk saya yg suka denger podcast horor,aplikasi ini sangat bagus berguna untuk saya yg suka denger podcast horor,aplikasi bagus berguna yg suka denger podcast horor,aplikasi bagus berguna yang suka dengar podcast horor,"['aplikasi', 'bagus', 'berguna', 'yang', 'suka', 'dengar', 'podcast', 'horor']"
727,"noice the best lahhh, I like this application 🫡🫡🫡",0,0,0,"noice the best lahhh, i like this application 🫡🫡🫡",noice the best lahhh i like this application ,noice the best lahhh i like this application,noice the best lahhh i like this application,noice the best lah i like this application,"['noice', 'the', 'best', 'lah', 'i', 'like', 'this', 'application']"
728,"Makin kesini Noice makin jadi podcastnya artis, podcast2 seru udah pada ngilang, Kembalikan Opini Tengah Malam dan Interlude",0,0,0,"makin kesini noice makin jadi podcastnya artis, podcast2 seru udah pada ngilang, kembalikan opini tengah malam dan interlude",makin kesini noice makin jadi podcastnya artis podcast2 seru udah pada ngilang kembalikan opini tengah malam dan interlude,makin kesini noice makin jadi podcastnya artis podcast2 seru udah pada ngilang kembalikan opini tengah malam dan interlude,kesini noice podcastnya artis podcast2 seru udah ngilang kembalikan opini malam interlude,kesini noice podcastnya artis podcast2 seru sudah menghilang kembalikan opini malam interlude,"['kesini', 'noice', 'podcastnya', 'artis', 'podcast2', 'seru', 'sudah', 'menghilang', 'kembalikan', 'opini', 'malam', 'interlude']"
729,min tolong invite SABRANG MDP.di segment edukasi.,0,0,0,min tolong invite sabrang mdp.di segment edukasi.,min tolong invite sabrang mdpdi segment edukasi,min tolong invite sabrang mdpdi segment edukasi,min tolong invite sabrang mdpdi segment edukasi,min tolong invite sabrang mdpdi segment edukasi,"['min', 'tolong', 'invite', 'sabrang', 'mdpdi', 'segment', 'edukasi']"
730,Kenapa radionya tidak bisa di putar?,0,-1,0,kenapa radionya tidak bisa di putar?,kenapa radionya tidak bisa di putar,kenapa radionya tidak bisa di putar,radionya tidak putar,radionya tidak putar,"['radionya', 'tidak', 'putar']"
731,tempat nongkrong audio ter kerenn,0,0,0,tempat nongkrong audio ter kerenn,tempat nongkrong audio ter kerenn,tempat nongkrong audio ter kerenn,nongkrong audio ter kerenn,nongkrong audio ter keren,"['nongkrong', 'audio', 'ter', 'keren']"
732,Bagus banget apknya bisa dengerin podcast nya jadi suka saya,0,0,0,bagus banget apknya bisa dengerin podcast nya jadi suka saya,bagus banget apknya bisa dengerin podcast nya jadi suka saya,bagus banget apknya bisa dengerin podcast nya jadi suka saya,bagus banget apknya dengerin podcast nya suka,bagus banget apknya dengarkan podcast nya suka,"['bagus', 'banget', 'apknya', 'dengarkan', 'podcast', 'nya', 'suka']"
733,Ini kalau udah VIP permanen atau sebulan sekali?,0,0,0,ini kalau udah vip permanen atau sebulan sekali?,ini kalau udah vip permanen atau sebulan sekali,ini kalau udah vip permanen atau sebulan sekali,udah vip permanen sebulan,sudah vip permanen sebulan,"['sudah', 'vip', 'permanen', 'sebulan']"
734,"App nya baguss bgtt tpi pas top up bnyk iklan gpp sih,namun kalau bisa di perbaiki lgi",0,0,0,"app nya baguss bgtt tpi pas top up bnyk iklan gpp sih,namun kalau bisa di perbaiki lgi",app nya baguss bgtt tpi pas top up bnyk iklan gpp sihnamun kalau bisa di perbaiki lgi,app nya baguss bgtt tpi pas top up bnyk iklan gpp sihnamun kalau bisa di perbaiki lgi,app nya baguss bgtt tpi pas top up bnyk iklan gpp sihnamun perbaiki lgi,app nya bagus banget tapi pas top up banyak iklan enggak apa-apa sihnamun perbaiki lagi,"['app', 'nya', 'bagus', 'banget', 'tapi', 'pas', 'top', 'up', 'banyak', 'iklan', 'enggak', 'apa-apa', 'sihnamun', 'perbaiki', 'lagi']"
735,Gila rekomen banget buat lu pada yang punya internet bapuk cok,0,0,1,gila rekomen banget buat lu pada yang punya internet bapuk cok,gila rekomen banget buat lu pada yang punya internet bapuk cok,gila rekomen banget buat lu pada yang punya internet bapuk cok,gila rekomen banget lu internet bapuk cok,gila rekomen banget lu internet bapuk cok,"['gila', 'rekomen', 'banget', 'lu', 'internet', 'bapuk', 'cok']"
736,sangat terbaik mendengar podkes disaat gabut,0,0,0,sangat terbaik mendengar podkes disaat gabut,sangat terbaik mendengar podkes disaat gabut,sangat terbaik mendengar podkes disaat gabut,terbaik mendengar podkes disaat gabut,terbaik mendengar podkes disaat gabut,"['terbaik', 'mendengar', 'podkes', 'disaat', 'gabut']"
737,gw suka cerita2 atau podcast yg ada,0,0,0,gw suka cerita2 atau podcast yg ada,gw suka cerita2 atau podcast yg ada,gw suka cerita2 atau podcast yg ada,gw suka cerita2 podcast yg,gue suka cerita2 podcast yang,"['gue', 'suka', 'cerita2', 'podcast', 'yang']"
738,"keren ih di sini bisa dengerin podcast apa aja,apa lagi nih ya,dengerin yg horor gitu wussh mencekam bngt ga sih,trs ya, ga terlalu bnyk yg di suruh premium jadi yaa... BOULEH LAH YAA😋",0,0,0,"keren ih di sini bisa dengerin podcast apa aja,apa lagi nih ya,dengerin yg horor gitu wussh mencekam bngt ga sih,trs ya, ga terlalu bnyk yg di suruh premium jadi yaa... bouleh lah yaa😋",keren ih di sini bisa dengerin podcast apa ajaapa lagi nih yadengerin yg horor gitu wussh mencekam bngt ga sihtrs ya ga terlalu bnyk yg di suruh premium jadi yaa bouleh lah yaa,keren ih di sini bisa dengerin podcast apa ajaapa lagi nih yadengerin yg horor gitu wussh mencekam bngt ga sihtrs ya ga terlalu bnyk yg di suruh premium jadi yaa bouleh lah yaa,keren ih dengerin podcast ajaapa nih yadengerin yg horor gitu wussh mencekam bngt ga sihtrs ya ga bnyk yg suruh premium yaa bouleh yaa,keren ih dengarkan podcast ajaapa nih yadengerin yang horor begitu wussh mencekam banget enggak sihtrs ya enggak banyak yang suruh premium ya bouleh ya,"['keren', 'ih', 'dengarkan', 'podcast', 'ajaapa', 'nih', 'yadengerin', 'yang', 'horor', 'begitu', 'wussh', 'mencekam', 'banget', 'enggak', 'sihtrs', 'ya', 'enggak', 'banyak', 'yang', 'suruh', 'premium', 'ya', 'bouleh', 'ya']"
739,"Kalau versi web tidak ada opsi pengecil audio nya, nih web ga niat.orang yg ngelolanya ngantukan pasti, udah pecatin aja karyawan ga guna",0,0,0,"kalau versi web tidak ada opsi pengecil audio nya, nih web ga niat.orang yg ngelolanya ngantukan pasti, udah pecatin aja karyawan ga guna",kalau versi web tidak ada opsi pengecil audio nya nih web ga niatorang yg ngelolanya ngantukan pasti udah pecatin aja karyawan ga guna,kalau versi web tidak ada opsi pengecil audio nya nih web ga niatorang yg ngelolanya ngantukan pasti udah pecatin aja karyawan ga guna,versi web tidak opsi pengecil audio nya nih web ga niatorang yg ngelolanya ngantukan udah pecatin aja karyawan ga,versi web tidak opsi pengecil audio nya nih web enggak niatorang yang ngelolanya ngantukan sudah pecatin saja karyawan enggak,"['versi', 'web', 'tidak', 'opsi', 'pengecil', 'audio', 'nya', 'nih', 'web', 'enggak', 'niatorang', 'yang', 'ngelolanya', 'ngantukan', 'sudah', 'pecatin', 'saja', 'karyawan', 'enggak']"
740,"Saya baru ganti perangkat hp, pas download noice lagi kok nggak bisa masuk akun lama saya ya. Padahal akun lama saya masih ada koinnya",0,-1,0,"saya baru ganti perangkat hp, pas download noice lagi kok nggak bisa masuk akun lama saya ya. padahal akun lama saya masih ada koinnya",saya baru ganti perangkat hp pas download noice lagi kok nggak bisa masuk akun lama saya ya padahal akun lama saya masih ada koinnya,saya baru ganti perangkat hp pas download noice lagi kok nggak bisa masuk akun lama saya ya padahal akun lama saya masih ada koinnya,ganti perangkat hp pas download noice nggak masuk akun ya akun koinnya,ganti perangkat hp pas download noice enggak masuk akun ya akun koinnya,"['ganti', 'perangkat', 'hp', 'pas', 'download', 'noice', 'enggak', 'masuk', 'akun', 'ya', 'akun', 'koinnya']"
741,Noice harus Berterima kasih sama Habib Ja'far nih. Banyak tmn saya termasuk saya download karena Beliau. 🙏,0,0,0,noice harus berterima kasih sama habib ja'far nih. banyak tmn saya termasuk saya download karena beliau. 🙏,noice harus berterima kasih sama habib jafar nih banyak tmn saya termasuk saya download karena beliau ,noice harus berterima kasih sama habib jafar nih banyak tmn saya termasuk saya download karena beliau,noice berterima kasih habib jafar nih tmn download beliau,noice berterima kasih habib jafar nih tmn download beliau,"['noice', 'berterima', 'kasih', 'habib', 'jafar', 'nih', 'tmn', 'download', 'beliau']"
742,"Banyak yang bilang apknya kurang bagus banyak bug , tapi sejauh ini aku pake apknya bagus ko ngga pernah ada kendala apapun di noice ceritanya juga seru semuanya pokoknya bagus ini apknya",0,0,1,"banyak yang bilang apknya kurang bagus banyak bug , tapi sejauh ini aku pake apknya bagus ko ngga pernah ada kendala apapun di noice ceritanya juga seru semuanya pokoknya bagus ini apknya",banyak yang bilang apknya kurang bagus banyak bug  tapi sejauh ini aku pake apknya bagus ko ngga pernah ada kendala apapun di noice ceritanya juga seru semuanya pokoknya bagus ini apknya,banyak yang bilang apknya kurang bagus banyak bug  tapi sejauh ini aku pake apknya bagus ko ngga pernah ada kendala apapun di noice ceritanya juga seru semuanya pokoknya bagus ini apknya,bilang apknya bagus bug pake apknya bagus ko ngga kendala apapun noice ceritanya seru pokoknya bagus apknya,bilang apknya bagus bug pakai apknya bagus kok enggak kendala apapun noice ceritanya seru pokoknya bagus apknya,"['bilang', 'apknya', 'bagus', 'bug', 'pakai', 'apknya', 'bagus', 'kok', 'enggak', 'kendala', 'apapun', 'noice', 'ceritanya', 'seru', 'pokoknya', 'bagus', 'apknya']"
